y1,y2,y3,y4,y5,y6,y7,y8,y9
0,SEDAN,RJ,55,M,Casado,8854,"0,77",0
7,HATCH,RS,56,F,Casado,21251,"0,79",0
6,SUV,SP,37,M,Casado,36549,"0,08",0
10,HATCH,SP,57,F,Casado,25662,"0,79",0
10,SUV,SP,70,M,Casado,43837,"0,83",0
2,HATCH,SP,66,M,Casado,17795,"0,77",0
9,HATCH,SP,43,F,Casado,15952,"0,78",0
4,HATCH,SP,45,F,Casado,19171,"0,81",0
10,MONOVOLUME,SP,46,M,Casado,30836,"0,84",0
7,SEDAN,SP,31,M,Casado,25660,"0,61",0
6,SUV,SP,29,F,Casado,84250,"0,45",0
4,SEDAN,AL,37,M,Casado,21066,"0,80",0
10,SEDAN,SP,69,M,Solteiro,22901,"0,78",0
5,SUV,RJ,54,M,Casado,58813,"0,77",0
3,HATCH,SP,70,M,Casado,15952,"0,57",0
8,SEDAN,SP,69,M,Divorciado,31091,"0,81",1
10,SUV,SP,38,M,Divorciado,43921,"0,79",0
0,SEDAN,SP,53,M,Casado,34572,"0,83",0
9,SEDAN,SP,32,M,Solteiro,24039,"0,42",0
10,HATCH,SP,37,M,Casado,8050,"0,77",0
2,HATCH,RJ,33,M,Casado,25846,"0,83",2
10,HATCH,SP,60,M,Casado,21988,"0,76",0
10,MONOVOLUME,SP,71,M,Casado,22179,"0,77",0
10,HATCH,SP,34,F,Solteiro,39358,"0,53",0
10,HATCH,SP,48,M,Casado,12914,"0,39",0
0,PICAPE PESADA,MG,49,M,Casado,41921,"0,80",0
2,HATCH,BA,31,M,Casado,23329,"0,80",0
10,MONOVOLUME,SP,69,M,Casado,40875,"0,81",0
10,SEDAN,SP,70,M,Casado,7388,"0,81",0
10,SEDAN,SP,71,F,Casado,20754,"0,81",0
9,SUV,SP,41,F,Viuvo,52478,"0,81",0
5,SUV,BA,37,F,Casado,65815,"0,76",0
10,PICAPE PESADA,SP,65,M,Casado,76175,"0,78",0
2,SEDAN,RJ,44,M,Solteiro,18790,"0,01",0
1,HATCH,PE,38,M,Casado,19761,"0,06",0
9,MONOVOLUME,SP,34,F,Casado,61497,"0,76",0
10,PICAPE LEVE,SP,37,M,Casado,22129,"0,77",0
10,SEDAN,SP,28,M,Casado,25660,"0,77",0
2,HATCH,RS,51,F,Casado,39585,"0,78",0
10,SEDAN,SP,49,M,Casado,10008,"0,77",0
10,HATCH,SP,44,F,Solteiro,8956,"0,78",0
8,SEDAN,RS,51,M,Casado,36529,"0,81",2
9,MONOVOLUME,SP,70,M,Casado,33312,"0,03",0
4,MONOVOLUME,SP,45,M,Casado,32374,"0,76",0
3,HATCH,SP,34,F,Casado,14258,"0,84",0
10,SEDAN,SP,51,F,Casado,46125,"0,79",0
10,SUV,RS,51,F,Casado,43526,"0,76",0
4,HATCH,MG,53,M,Casado,37922,"0,51",0
10,SEDAN,SP,61,M,Casado,53380,"0,81",0
2,CAMIONETA LEVE,PR,37,M,Casado,26287,"0,77",0
8,SEDAN,SP,57,M,Casado,65802,"0,54",0
10,HATCH,SP,35,F,Solteiro,16621,"0,81",0
0,HATCH,SP,33,F,Solteiro,19869,"0,77",0
9,SEDAN,SP,66,M,Casado,47605,"0,81",0
10,HATCH,PR,44,F,Casado,17710,"0,83",0
4,HATCH,SP,32,M,Casado,18329,"0,08",0
10,HATCH,SP,54,F,Casado,50230,"0,76",0
9,SEDAN,PR,67,F,Casado,56695,"0,79",0
4,SEDAN,SP,71,M,Casado,18502,"0,39",0
9,SEDAN,SP,64,F,Casado,37398,"0,80",0
10,SEDAN,SP,58,M,Casado,59894,"0,81",0
10,SEDAN,RJ,56,M,Casado,45325,"0,01",0
9,HATCH,RS,67,M,Casado,16682,"0,80",0
10,HATCH,SP,52,M,Solteiro,16556,"0,82",0
10,HATCH,SP,63,F,Casado,8781,"0,82",0
10,HATCH,SP,33,M,Casado,52130,"0,78",0
0,PICAPE PESADA,MG,55,M,Casado,63701,"0,50",0
10,SEDAN,SP,64,F,Casado,49357,"0,82",0
10,SUV,SP,52,M,Casado,51819,"0,82",0
8,SEDAN,SP,53,F,Casado,32958,"0,81",0
0,HATCH,SP,34,F,Casado,22946,"0,79",0
10,HATCH,SC,30,F,Casado,25617,"0,58",0
2,SEDAN,RS,41,M,Casado,54253,"0,81",0
10,HATCH,RJ,63,M,Casado,35741,"0,82",0
10,HATCH,SP,83,M,Divorciado,9314,"0,76",0
2,SEDAN,RS,56,F,Casado,17393,"0,79",0
10,PICAPE LEVE,SP,54,M,Divorciado,19825,"0,79",0
6,PICAPE LEVE,SC,53,M,Casado,38707,"0,77",0
10,SEDAN,SP,63,F,Casado,32538,"0,80",1
10,SEDAN,SP,60,M,Casado,46538,"0,79",0
10,MONOVOLUME,SP,41,F,Casado,61618,"0,83",0
1,SUV,SP,44,M,Casado,56907,"0,59",0
3,HATCH,SP,34,F,Casado,26016,"0,80",0
10,HATCH,SP,46,M,Casado,14763,"0,10",0
5,SEDAN,SP,54,F,Casado,38328,"0,80",0
7,SEDAN,SP,63,M,Casado,64054,"0,78",0
9,HATCH,SP,49,M,Solteiro,18664,"0,79",0
10,HATCH,SP,67,F,Solteiro,23280,"0,82",0
3,SEDAN,MG,35,F,Casado,34866,"0,80",0
10,SUV,MA,62,F,Casado,62831,"0,66",0
10,HATCH,SP,55,F,Solteiro,16277,"0,78",0
10,SEDAN,SP,61,M,Casado,44904,"0,80",0
10,SEDAN,SP,68,M,Casado,35116,"0,76",0
9,SEDAN,SP,69,F,Casado,34913,"0,47",0
10,SEDAN,SP,42,M,Casado,54253,"0,76",0
7,SEDAN,MG,52,F,Casado,44116,"0,80",0
4,PICAPE LEVE,SP,58,M,Casado,24246,"0,76",0
10,HATCH,SP,70,M,Casado,22593,"0,80",0
9,SUV,SP,37,F,Solteiro,42713,"0,24",0
10,HATCH,SP,46,F,Casado,22999,"0,78",0
2,HATCH,SP,39,M,Casado,22634,"0,80",0
8,HATCH,SP,52,M,Casado,23708,"0,27",0
10,SEDAN,SP,66,M,Casado,46538,"0,81",0
10,HATCH,PE,52,F,Casado,32301,"0,83",0
10,STATION WAGON,SP,69,M,Casado,15186,"0,79",0
3,STATION WAGON,SP,50,F,Casado,31129,"0,82",0
10,MONOVOLUME,SP,47,F,Casado,33010,"0,04",0
9,PICAPE LEVE,SP,73,M,Casado,54721,"0,42",0
1,MONOVOLUME,RJ,49,F,Casado,44538,"0,78",0
10,SEDAN,SP,68,M,Casado,27136,"0,76",0
10,PICAPE PESADA,SC,77,M,Casado,25564,"0,83",0
4,HATCH,SP,79,M,Viuvo,17186,"0,83",0
0,SUV,SP,41,F,Casado,62606,"0,50",0
5,HATCH,RS,36,M,Casado,38216,"0,80",0
10,SEDAN,SP,42,M,Casado,62009,"0,79",0
6,SEDAN,SP,69,M,Viuvo,23734,"0,82",0
3,HATCH,SP,66,F,Divorciado,38476,"0,77",0
3,HATCH,SP,50,M,Casado,31287,"0,79",0
7,SEDAN,SP,50,M,Casado,21030,"0,79",0
10,SUV,RS,58,F,Casado,151478,"0,83",0
1,HATCH,SP,50,F,Casado,23229,"0,77",0
6,SEDAN,CE,62,M,Casado,40001,"0,77",0
10,STATION WAGON,SC,41,M,Casado,37162,"0,79",0
5,SEDAN,SP,85,M,Casado,16688,"0,77",0
10,MONOVOLUME,PR,44,F,Casado,28195,"0,61",0
0,HATCH,DF,31,M,Casado,31287,"0,76",0
2,HATCH,SP,63,M,Casado,31287,"0,76",0
10,HATCH,SP,35,F,Solteiro,23110,"0,77",0
10,CAMIONETA LEVE,SP,77,M,Casado,22084,"0,83",0
10,MONOVOLUME,RS,54,F,Casado,56546,"0,38",0
10,STATION WAGON,SP,39,M,Casado,32519,"0,64",0
3,SEDAN,RJ,38,F,Casado,23195,"0,03",0
10,HATCH,SP,52,F,Casado,33422,"0,76",0
10,HATCH,SP,44,F,Casado,15165,"0,82",0
10,SUV,SP,58,F,Casado,54222,"0,77",2
10,STATION WAGON,SP,63,M,Casado,30042,"0,77",0
2,HATCH,PE,49,M,Casado,18920,"0,84",0
10,HATCH,SP,50,F,Casado,42244,"0,76",1
2,HATCH,SP,47,F,Casado,20908,"0,79",0
10,HATCH,SP,31,F,Casado,26160,"0,08",0
0,SUV,SP,33,M,Casado,38401,"0,10",0
5,MONOVOLUME,SP,35,F,Casado,30731,"0,78",0
4,SEDAN,SP,51,M,Casado,22319,"0,68",0
7,SEDAN,SP,58,M,Casado,77545,"0,66",0
10,PICAPE LEVE,SP,62,M,Casado,42402,"0,77",0
2,HATCH,SP,60,M,Divorciado,16986,"0,01",0
4,SUV,SP,34,M,Casado,105513,"0,77",0
0,HATCH,RS,29,M,Casado,15166,"0,67",0
10,SEDAN,SP,36,M,Casado,43799,"0,76",0
10,HATCH,SP,23,F,Solteiro,31354,"0,80",1
1,HATCH,SP,36,M,Casado,29179,"0,81",0
3,HATCH,PE,55,M,Casado,29868,"0,78",0
3,HATCH,DF,66,M,Casado,28022,"0,77",0
10,HATCH,RJ,44,F,Solteiro,17927,"0,01",0
5,SEDAN,SP,46,M,Solteiro,44904,"0,05",0
4,SEDAN,SP,55,F,Casado,44627,"0,78",0
10,SEDAN,SP,63,F,Casado,60278,"0,83",2
10,HATCH,SP,67,F,Casado,47605,"0,43",0
10,HATCH,RS,47,M,Casado,32583,"0,58",0
7,HATCH,SP,30,F,Solteiro,8390,"0,82",0
0,SEDAN,SP,59,M,Viuvo,15984,"0,04",0
6,HATCH,SP,52,F,Casado,16356,"0,50",0
3,HATCH,PR,52,F,Solteiro,19003,"0,80",0
5,SEDAN,MG,60,M,Casado,17993,"0,76",0
0,HATCH,MG,48,M,Casado,45010,"0,79",0
10,HATCH,SP,71,M,Casado,20114,"0,82",0
1,HATCH,PR,57,M,Casado,29237,"0,01",0
1,HATCH,SP,45,F,Casado,33110,"0,76",0
10,SUV,SP,52,F,Casado,106513,"0,08",0
1,SEDAN,PR,29,F,Casado,29013,"0,26",0
10,SUV,SC,76,F,Casado,65815,"0,78",0
10,PICAPE PESADA,SP,46,M,Casado,98918,"0,77",0
9,PICAPE PESADA,SP,72,M,Casado,32058,"0,80",0
3,SEDAN,MG,59,M,Divorciado,58548,"0,01",0
10,SEDAN,SP,68,M,Casado,18928,"0,79",0
1,PICAPE LEVE,RS,53,M,Casado,23918,"0,23",0
6,SEDAN,SP,50,M,Casado,20666,"0,83",1
0,HATCH,GO,26,F,Solteiro,36103,"0,76",0
10,SEDAN,SP,45,F,Casado,53491,"0,81",0
0,PICAPE LEVE,SP,48,M,Casado,15463,"0,81",0
0,HATCH,MG,42,M,Casado,49364,"0,79",0
0,SEDAN,RJ,56,M,Casado,37737,"0,30",0
10,MONOVOLUME,SP,54,F,Viuvo,43859,"0,61",0
10,MONOVOLUME,SP,48,M,Casado,50384,"0,76",0
2,MONOVOLUME,RJ,48,M,Casado,23855,"0,83",0
6,HATCH,SP,49,M,Casado,24914,"0,76",0
10,SEDAN,MG,61,M,Casado,50765,"0,78",1
10,STATION WAGON,PR,36,M,Casado,33784,"0,07",0
10,SEDAN,SP,69,M,Casado,65949,"0,81",0
7,HATCH,PE,75,M,Casado,35382,"0,36",0
3,STATION WAGON,SP,37,F,Casado,38013,"0,75",0
10,SEDAN,SP,60,M,Casado,57245,"0,81",0
10,SEDAN,SC,49,M,Casado,53185,"0,37",0
10,SEDAN,SP,74,M,Casado,37225,"0,81",0
10,PICAPE LEVE,SC,41,M,Casado,18328,"0,79",1
10,HATCH,CE,56,F,Viuvo,26223,"0,76",0
3,MONOVOLUME,PB,53,M,Casado,20598,"0,78",0
10,SUV,MG,61,M,Casado,68495,"0,82",0
10,HATCH,SP,75,F,Casado,29414,"0,76",0
7,SEDAN,SP,63,M,Casado,32796,"0,77",0
4,HATCH,SP,49,F,Casado,19398,"0,80",0
6,HATCH,SP,32,M,Casado,13664,"0,79",0
10,PICAPE LEVE,SP,63,M,Casado,17209,"0,78",0
10,SEDAN,SP,60,M,Casado,16287,"0,79",0
10,MONOVOLUME,SP,36,F,Casado,28196,"0,82",0
10,HATCH,SP,62,F,Solteiro,14034,"0,80",0
9,SEDAN,SP,48,M,Casado,21352,"0,84",0
10,HATCH,DF,72,M,Viuvo,42012,"0,76",0
10,SEDAN,SP,57,M,Casado,15279,"0,76",0
10,MONOVOLUME,SP,56,F,Divorciado,23524,"0,83",0
9,HATCH,DF,56,M,Solteiro,25060,"0,77",0
9,SEDAN,SP,57,M,Casado,17916,"0,78",0
1,SEDAN,SP,62,F,Casado,57187,"0,79",0
10,HATCH,SP,33,F,Casado,26255,"0,30",0
2,HATCH,SP,59,M,Casado,28776,"0,64",0
10,SEDAN,RS,64,M,Casado,30786,"0,76",1
9,HATCH,SP,58,F,Solteiro,38647,"0,43",0
9,SEDAN,SP,56,M,Casado,22427,"0,76",0
10,PICAPE LEVE,SP,61,M,Casado,31203,"0,01",0
10,STATION WAGON,SC,53,M,Solteiro,24981,"0,77",0
0,SEDAN,SP,42,M,Casado,36123,"0,67",0
1,PICAPE LEVE,PR,46,M,Casado,22184,"0,83",0
4,SUV,PE,44,M,Casado,27985,"0,79",0
1,STATION WAGON,SP,60,M,Casado,22458,"0,78",0
10,MONOVOLUME,MG,36,F,Casado,57109,"0,84",0
10,HATCH,SP,44,M,Casado,44785,"0,76",1
10,PICAPE LEVE,SP,65,M,Casado,25057,"0,82",0
10,SEDAN,SP,61,M,Casado,32436,"0,82",0
10,SEDAN,SP,78,F,Casado,10008,"0,77",0
10,SEDAN,SP,74,M,Casado,33391,"0,77",0
3,HATCH,SP,52,F,Casado,39628,"0,77",0
3,HATCH,BA,29,M,Casado,23410,"0,43",0
6,HATCH,SP,46,M,Casado,44487,"0,39",0
0,SEDAN,DF,46,M,Casado,24958,"0,67",0
10,HATCH,RS,61,F,Casado,12415,"0,83",0
10,SEDAN,SP,62,F,Divorciado,15742,"0,78",0
10,SEDAN,SP,71,M,Casado,58718,"0,81",0
9,HATCH,SP,29,F,Solteiro,27839,"0,02",0
8,HATCH,SP,59,F,Casado,22425,"0,76",0
4,SEDAN,CE,34,F,Casado,17613,"0,81",2
10,SEDAN,SP,44,M,Casado,13400,"0,76",0
7,SEDAN,SP,76,M,Casado,23195,"0,81",0
4,PICAPE LEVE,MG,55,M,Casado,38045,"0,02",0
10,SEDAN,SP,66,F,Viuvo,39741,"0,77",0
0,SEDAN,MG,57,M,Casado,25111,"0,06",0
0,SEDAN,MG,31,M,Casado,23522,"0,77",0
3,SEDAN,CE,34,M,Casado,32141,"0,79",0
10,SUV,RS,74,M,Casado,52478,"0,79",0
9,MONOVOLUME,SP,71,F,Viuvo,23524,"0,82",0
7,SEDAN,CE,38,F,Casado,57187,"0,80",0
2,PICAPE PESADA,RS,46,M,Casado,59984,"0,78",0
8,SUV,SP,47,F,Divorciado,33644,"0,80",0
8,HATCH,SP,51,M,Solteiro,20776,"0,78",0
10,SEDAN,SP,63,M,Casado,15742,"0,76",0
8,SUV,SP,55,M,Casado,120427,"0,76",0
9,SEDAN,SP,64,M,Casado,41698,"0,79",0
0,HATCH,RS,53,M,Casado,9391,"0,77",0
10,PICAPE LEVE,SP,65,M,Casado,30802,"0,79",0
1,SEDAN,SP,45,M,Casado,20666,"0,80",0
10,SUV,SP,52,F,Casado,106513,"0,70",0
2,HATCH,SP,42,M,Casado,13350,"0,77",0
3,SUV,SP,50,M,Casado,42086,"0,80",0
10,HATCH,SP,57,M,Casado,34590,"0,78",0
10,SEDAN,SP,52,M,Casado,23195,"0,59",0
10,SUV,SP,35,M,Casado,90902,"0,76",0
10,HATCH,SP,52,F,Casado,36577,"0,79",0
2,HATCH,SP,61,F,Casado,25958,"0,80",0
7,STATION WAGON,GO,46,F,Casado,26212,"0,81",0
10,SEDAN,SP,67,F,Casado,35014,"0,82",0
0,MONOVOLUME,SP,63,M,Casado,20268,"0,76",0
10,HATCH,SP,54,F,Casado,36860,"0,71",0
0,SEDAN,SP,58,F,Casado,23734,"0,79",0
10,HATCH,SP,58,M,Casado,4424,"0,80",0
9,SEDAN,SP,51,M,Casado,30718,"0,62",0
0,PICAPE LEVE,SP,57,F,Viuvo,28595,"0,30",0
10,SEDAN,SP,31,F,Casado,46538,"0,59",0
1,HATCH,SP,36,F,Casado,29474,"0,82",0
10,SEDAN,SP,64,M,Casado,59894,"0,81",0
1,HATCH,BA,70,F,Viuvo,40447,"0,01",0
0,HATCH,MG,53,M,Viuvo,45050,"0,76",0
9,SEDAN,SP,68,M,Casado,28950,"0,15",0
10,HATCH,SP,64,M,Casado,32562,"0,69",0
1,SEDAN,PR,63,M,Casado,16202,"0,77",0
10,SEDAN,SP,37,M,Casado,62104,"0,80",0
10,HATCH,PE,53,M,Casado,27129,"0,01",0
1,SEDAN,PR,62,M,Casado,26895,"0,82",0
9,SUV,SC,79,M,Casado,49120,"0,80",0
4,HATCH,SP,66,F,Viuvo,30044,"0,81",0
9,SUV,SP,41,M,Divorciado,28510,"0,76",0
7,HATCH,SP,34,F,Casado,17339,"0,77",0
1,HATCH,SP,53,M,Casado,23910,"0,68",1
1,HATCH,MG,45,M,Casado,23188,"0,01",0
0,SUV,SP,58,M,Casado,46984,"0,77",0
10,HATCH,MG,51,M,Casado,35741,"0,39",0
10,SEDAN,SP,55,M,Casado,48299,"0,83",0
10,SEDAN,MG,48,M,Casado,46538,"0,75",0
7,HATCH,SC,35,M,Casado,24908,"0,57",0
4,HATCH,SP,64,F,Solteiro,17186,"0,80",0
0,SEDAN,SP,76,M,Solteiro,78244,"0,80",0
10,MONOVOLUME,SP,65,M,Casado,28196,"0,83",0
10,HATCH,SP,33,M,Solteiro,38611,"0,80",0
8,SEDAN,SP,27,F,Solteiro,41617,"0,80",0
3,SUV,SP,46,M,Casado,109876,"0,51",0
2,HATCH,SP,50,M,Casado,28621,"0,82",0
10,HATCH,SP,55,F,Solteiro,15637,"0,01",0
10,SUV,SP,34,F,Solteiro,58932,"0,08",0
4,PICAPE PESADA,SP,51,M,Casado,74839,"0,29",0
6,HATCH,SP,63,F,Casado,20977,"0,40",0
0,SEDAN,SP,42,M,Casado,34572,"0,59",0
10,HATCH,SP,45,M,Solteiro,6676,"0,81",0
1,HATCH,RJ,54,M,Casado,20964,"0,80",0
10,PICAPE LEVE,SP,66,M,Casado,38705,"0,76",0
5,SEDAN,SP,44,M,Casado,13778,"0,11",0
8,HATCH,SP,57,M,Casado,38946,"0,20",0
10,HATCH,SP,73,M,Casado,46974,"0,78",0
6,SUV,SP,33,F,Casado,61754,"0,81",0
0,HATCH,SP,32,M,Casado,25920,"0,81",0
1,HATCH,RJ,34,M,Solteiro,26799,"0,81",0
10,SUV,SP,66,F,Casado,40204,"0,34",0
2,SUV,SP,43,M,Casado,41317,"0,36",0
10,SUV,RS,37,M,Casado,48677,"0,39",0
10,SEDAN,SP,46,F,Solteiro,20775,"0,78",0
10,SEDAN,MG,67,M,Casado,75025,"0,78",0
10,HATCH,SP,46,M,Casado,27023,"0,03",0
3,HATCH,SP,54,F,Casado,30719,"0,78",0
3,HATCH,GO,48,M,Casado,23255,"0,01",0
7,STATION WAGON,SP,73,M,Casado,10914,"0,38",0
5,HATCH,SP,55,F,Casado,36493,"0,77",0
3,HATCH,SP,31,M,Casado,19091,"0,80",0
10,SEDAN,SP,24,F,Solteiro,23822,"0,78",0
7,PICAPE LEVE,SP,56,M,Casado,15589,"0,81",1
5,SEDAN,SP,41,M,Casado,44904,"0,79",0
10,SEDAN,SP,66,M,Casado,36722,"0,73",0
9,HATCH,SP,66,M,Viuvo,35894,"0,78",0
1,MONOVOLUME,SP,26,F,Casado,22591,"0,78",0
4,MONOVOLUME,SP,60,F,Casado,21783,"0,81",0
10,HATCH,SP,56,F,Casado,5079,"0,77",0
10,PICAPE PESADA,PR,78,M,Casado,135233,"0,77",0
10,SUV,SP,48,M,Solteiro,48066,"0,76",0
4,HATCH,SP,50,F,Casado,22067,"0,76",0
10,SUV,SP,64,M,Casado,72993,"0,79",0
10,HATCH,SP,77,M,Casado,9407,"0,80",0
10,SUV,SP,60,M,Casado,46232,"0,81",0
6,CAMIONETA LEVE,SP,41,M,Casado,20076,"0,06",0
2,SEDAN,RJ,40,F,Casado,56018,"0,45",0
10,SEDAN,SP,61,F,Divorciado,34572,"0,60",0
10,HATCH,SP,57,M,Casado,0,"0,76",0
10,SEDAN,SP,74,M,Casado,24344,"0,76",0
10,HATCH,SP,51,M,Casado,20363,"0,80",0
10,SUV,SC,71,F,Casado,129032,"0,03",0
10,HATCH,SP,45,F,Casado,28626,"0,76",0
2,MONOVOLUME,SP,57,M,Casado,33804,"0,70",0
10,STATION WAGON,SP,60,F,Casado,40624,"0,81",0
6,MONOVOLUME,SP,53,M,Casado,23216,"0,79",0
10,SUV,SP,48,F,Casado,72574,"0,80",0
6,HATCH,PR,52,F,Casado,45664,"0,76",0
7,SEDAN,SP,65,M,Casado,61685,"0,47",0
3,MONOVOLUME,SP,67,M,Casado,28196,"0,76",0
6,SEDAN,RJ,56,M,Casado,33998,"0,79",0
3,HATCH,PR,37,F,Casado,23329,"0,80",0
10,HATCH,BA,47,F,Casado,47460,"0,64",0
9,SUV,SP,58,F,Casado,71310,"0,13",0
9,PICAPE LEVE,PR,57,M,Casado,27886,"0,81",0
10,HATCH,SP,51,F,Solteiro,10039,"0,81",0
5,HATCH,SP,40,F,Casado,17554,"0,76",0
10,SUV,SP,40,M,Solteiro,51819,"0,77",0
10,HATCH,SP,66,F,Viuvo,9971,"0,81",0
10,SUV,SP,66,M,Casado,61307,"0,35",0
10,SEDAN,PR,33,F,Casado,23676,"0,76",3
8,HATCH,SP,65,M,Casado,33831,"0,79",0
10,MONOVOLUME,SP,43,M,Casado,39643,"0,79",0
0,HATCH,SP,30,F,Casado,41624,"0,03",0
9,SEDAN,SP,64,M,Casado,15984,"0,80",0
7,PICAPE PESADA,MG,64,M,Casado,70439,"0,79",0
2,PICAPE LEVE,MG,45,M,Casado,28002,"0,81",0
10,SEDAN,SP,20,M,Solteiro,32796,"0,82",0
4,HATCH,SP,48,F,Solteiro,6681,"0,02",0
0,HATCH,RS,42,F,Casado,20886,"0,28",0
8,HATCH,SP,40,M,Casado,20413,"0,50",0
2,HATCH,GO,36,M,Casado,53399,"0,06",0
10,HATCH,SP,53,M,Casado,23110,"0,49",0
10,HATCH,SP,56,M,Casado,8912,"0,76",0
4,MONOVOLUME,SP,43,F,Casado,57109,"0,02",0
1,HATCH,SP,73,M,Casado,18478,"0,05",0
1,HATCH,MG,36,M,Casado,22505,"0,05",0
9,HATCH,SP,37,M,Divorciado,21587,"0,84",1
9,SUV,MG,48,F,Casado,48323,"0,01",0
2,HATCH,SP,90,M,Casado,33110,"0,82",0
3,HATCH,SP,25,F,Solteiro,20073,"0,80",0
5,SUV,SP,32,F,Casado,62205,"0,75",0
7,SEDAN,SP,57,M,Casado,11000,"0,82",0
6,SEDAN,SP,71,F,Casado,23154,"0,80",1
9,MONOVOLUME,SP,44,F,Casado,33710,"0,73",0
10,SEDAN,SC,40,M,Casado,32813,"0,76",0
2,STATION WAGON,SP,42,F,Casado,32519,"0,78",0
9,HATCH,SP,36,M,Casado,20908,"0,80",0
8,HATCH,SP,30,M,Solteiro,19964,"0,82",0
3,SEDAN,SP,34,F,Casado,36788,"0,76",0
2,HATCH,SP,36,M,Solteiro,16704,"0,06",0
10,SUV,RN,68,F,Solteiro,28510,"0,80",0
3,HATCH,SP,34,M,Solteiro,28964,"0,01",0
3,HATCH,SC,56,M,Casado,20015,"0,76",0
7,SEDAN,SP,52,M,Casado,35452,"0,78",0
3,HATCH,SP,36,M,Casado,16469,"0,81",0
10,SUV,SP,58,M,Casado,51235,"0,77",0
1,HATCH,SP,37,F,Casado,45089,"0,79",0
9,HATCH,PR,66,M,Casado,42434,"0,82",0
6,SEDAN,SP,47,M,Casado,24981,"0,76",0
10,HATCH,SP,52,M,Casado,59968,"0,48",0
10,SUV,SP,53,M,Solteiro,46548,"0,08",0
1,SEDAN,SP,46,M,Casado,34913,"0,79",0
10,SEDAN,SP,47,F,Viuvo,22901,"0,81",0
6,SEDAN,MG,36,M,Solteiro,21446,"0,01",0
7,SEDAN,SP,36,F,Casado,24926,"0,83",0
10,SEDAN,SP,73,M,Casado,22901,"0,79",0
10,SEDAN,SP,60,F,Casado,22328,"0,81",0
1,HATCH,SP,51,F,Divorciado,32576,"0,54",0
10,SEDAN,SP,63,F,Solteiro,62970,"0,77",0
10,SUV,SP,59,F,Casado,51110,"0,79",0
1,HATCH,SP,43,M,Casado,17186,"0,80",0
6,SEDAN,SP,70,M,Casado,37527,"0,77",0
10,SEDAN,SP,62,F,Casado,50765,"0,77",0
5,SEDAN,SP,63,M,Casado,31520,"0,24",0
10,SUV,SP,42,F,Casado,100717,"0,76",0
10,SEDAN,SP,52,F,Casado,57685,"0,77",0
7,SEDAN,BA,41,M,Casado,48628,"0,79",0
10,MONOVOLUME,SP,60,F,Viuvo,45404,"0,76",0
3,SEDAN,PR,65,M,Casado,26970,"0,78",0
10,SEDAN,SP,69,F,Casado,33391,"0,77",0
10,HATCH,SP,66,M,Casado,17927,"0,80",0
1,SUV,MG,48,M,Casado,36520,"0,83",0
10,SUV,RS,55,M,Casado,52524,"0,79",0
5,SEDAN,SP,54,M,Casado,32796,"0,81",0
10,HATCH,SP,35,M,Casado,43832,"0,48",0
10,HATCH,SP,66,M,Divorciado,25813,"0,77",0
10,SUV,MG,70,M,Casado,54993,"0,83",0
4,HATCH,PE,42,F,Casado,34225,"0,81",0
10,SUV,SP,34,M,Casado,37113,"0,82",0
1,MONOVOLUME,SP,24,F,Casado,29022,"0,14",0
10,SEDAN,SP,73,F,Casado,23162,"0,81",0
0,MONOVOLUME,BA,62,F,Casado,45876,"0,82",0
10,SUV,SP,46,F,Casado,42086,"0,59",0
9,SEDAN,PR,48,F,Casado,17682,"0,35",0
10,SUV,RS,41,M,Casado,72608,"0,82",0
10,STATION WAGON,SP,53,F,Casado,25007,"0,81",0
8,HATCH,SP,26,F,Solteiro,46501,"0,02",0
1,HATCH,SP,46,M,Casado,18828,"0,76",0
3,HATCH,SP,51,F,Casado,32088,"0,76",0
1,HATCH,PB,60,F,Casado,39585,"0,79",0
10,MONOVOLUME,SP,39,F,Casado,61497,"0,50",0
10,HATCH,SP,74,M,Casado,8629,"0,83",0
10,MONOVOLUME,RS,45,F,Casado,25436,"0,33",1
3,HATCH,SP,57,F,Divorciado,25392,"0,78",0
8,SEDAN,RS,60,M,Casado,17316,"0,79",0
8,SEDAN,MG,64,F,Casado,57245,"0,76",0
2,SEDAN,BA,39,F,Casado,25826,"0,77",0
10,HATCH,SP,52,M,Divorciado,17186,"0,77",0
4,STATION WAGON,SP,34,F,Casado,25688,"0,83",0
9,PICAPE LEVE,MG,69,F,Casado,22610,"0,06",0
10,HATCH,SP,42,F,Solteiro,30453,"0,76",0
5,HATCH,SP,54,F,Casado,14258,"0,83",0
10,HATCH,MG,81,M,Casado,25875,"0,78",0
4,HATCH,SP,35,M,Solteiro,22481,"0,24",0
6,HATCH,SP,35,F,Casado,18359,"0,79",0
10,MONOVOLUME,SP,55,F,Casado,38165,"0,80",0
10,SUV,SP,38,F,Casado,52524,"0,81",0
6,SEDAN,MT,51,F,Solteiro,17613,"0,78",0
4,SUV,SP,41,F,Casado,42713,"0,54",0
0,SEDAN,SP,64,M,Casado,37555,"0,02",0
6,SEDAN,SP,33,M,Casado,44904,"0,43",0
10,HATCH,SP,70,M,Casado,6779,"0,82",0
10,HATCH,SP,61,F,Casado,25920,"0,81",0
2,SEDAN,SP,54,M,Casado,24386,"0,01",0
3,SEDAN,PA,34,M,Casado,117024,"0,11",0
4,HATCH,SP,41,F,Casado,18466,"0,76",0
7,HATCH,SC,66,F,Casado,32255,"0,77",0
