y1,y2,y3,y4,y5,y6,y7,y8,y9
7,HATCH,SP,60,M,Casado,35216,"0,56",0
8,SUV,MG,31,F,Solteiro,37311,"0,81",0
4,HATCH,SP,60,F,Casado,66061,"0,02",0
0,PICAPE LEVE,SP,61,M,Casado,18082,"0,82",0
10,PICAPE LEVE,SP,46,F,Casado,24056,"0,78",0
2,SEDAN,RJ,44,M,Solteiro,18790,"0,01",0
7,STATION WAGON,ES,41,F,Casado,10914,"0,76",0
10,PICAPE LEVE,SP,66,M,Casado,43540,"0,78",0
5,HATCH,SP,67,F,Casado,26175,"0,80",0
10,MONOVOLUME,SP,31,F,Solteiro,28885,"0,80",0
10,STATION WAGON,RS,39,F,Casado,37162,"0,83",0
10,SEDAN,SP,72,M,Casado,60885,"0,77",0
8,SEDAN,SP,52,M,Casado,43897,"0,59",0
2,SUV,SP,37,F,Solteiro,89588,"0,76",0
10,SEDAN,SP,41,F,Casado,17993,"0,78",0
5,SEDAN,SP,41,M,Casado,47605,"0,13",0
0,HATCH,SP,41,F,Casado,15798,"0,83",0
10,SEDAN,SP,50,M,Casado,75025,"0,21",0
0,HATCH,SP,43,M,Casado,20114,"0,79",0
10,SUV,SP,63,F,Casado,34304,"0,64",0
8,SEDAN,MG,39,F,Casado,41486,"0,77",0
5,SEDAN,RJ,37,M,Casado,36848,"0,79",0
8,SEDAN,MG,34,F,Casado,24958,"0,82",0
10,HATCH,SP,37,F,Casado,90750,"0,28",0
9,HATCH,SP,41,F,Casado,31015,"0,81",0
1,SEDAN,SP,39,F,Casado,33023,"0,10",0
2,SEDAN,CE,41,F,Divorciado,33803,"0,18",0
0,HATCH,PB,39,M,Casado,34721,"0,79",0
9,SUV,SP,55,M,Casado,104113,"0,18",0
0,HATCH,PE,43,M,Casado,26016,"0,77",0
10,HATCH,SP,84,M,Casado,16448,"0,79",0
5,SEDAN,SP,67,M,Casado,45325,"0,82",0
10,STATION WAGON,SP,42,M,Casado,15367,"0,82",0
10,HATCH,SP,52,M,Divorciado,21260,"0,27",0
10,SEDAN,RS,60,M,Divorciado,49682,"0,79",0
7,HATCH,SP,33,M,Casado,34332,"0,82",0
6,SEDAN,SP,54,M,Casado,22073,"0,83",0
10,HATCH,SP,25,M,Solteiro,17900,"0,80",2
1,HATCH,SP,27,F,Divorciado,17795,"0,83",2
10,SEDAN,SP,47,M,Casado,58823,"0,49",0
3,SUV,SP,65,M,Casado,62167,"0,27",0
10,SEDAN,SP,70,M,Casado,41454,"0,33",0
6,HATCH,SP,53,F,Casado,39959,"0,81",0
10,SEDAN,PR,67,F,Casado,16121,"0,77",0
2,HATCH,SP,59,M,Casado,23729,"0,77",0
1,PICAPE LEVE,RJ,40,M,Casado,27794,"0,70",0
1,HATCH,SP,24,F,Solteiro,31074,"0,80",0
9,SEDAN,RS,53,F,Casado,31368,"0,83",0
10,SEDAN,SP,35,M,Casado,53040,"0,81",0
10,SEDAN,SP,35,F,Solteiro,30442,"0,81",0
5,STATION WAGON,PR,40,M,Casado,33784,"0,81",0
8,SEDAN,SP,78,M,Casado,27322,"0,12",0
1,HATCH,SP,51,F,Divorciado,25446,"0,79",0
0,SUV,SP,72,M,Casado,80973,"0,13",0
4,HATCH,SP,44,F,Solteiro,24199,"0,01",0
10,HATCH,SP,71,F,Solteiro,19171,"0,81",0
1,SUV,MG,55,F,Casado,34701,"0,82",0
7,PICAPE PESADA,MG,45,M,Casado,67773,"0,49",0
10,HATCH,SP,48,F,Solteiro,39984,"0,50",0
2,SEDAN,RN,63,M,Casado,43897,"0,83",0
10,PICAPE LEVE,PR,52,F,Casado,33350,"0,78",0
10,MONOVOLUME,SP,60,F,Casado,38903,"0,80",0
9,SEDAN,MS,44,M,Casado,39403,"0,45",0
1,HATCH,MG,87,F,Casado,41413,"0,41",0
6,HATCH,AM,73,F,Viuvo,27839,"0,06",0
10,SUV,SP,50,M,Casado,42086,"0,79",0
8,HATCH,SP,55,F,Casado,8781,"0,80",0
3,HATCH,SP,68,M,Casado,22593,"0,42",0
7,PICAPE LEVE,SP,68,F,Casado,19890,"0,79",0
6,HATCH,SP,56,F,Casado,14521,"0,82",0
10,SUV,PR,39,F,Casado,57277,"0,22",0
10,SUV,RS,68,M,Casado,40905,"0,78",0
10,SUV,SP,34,F,Casado,51203,"0,81",0
4,SUV,SP,35,F,Casado,101020,"0,73",0
10,HATCH,SP,67,F,Casado,12679,"0,03",0
10,HATCH,SP,78,M,Casado,34225,"0,06",0
1,MONOVOLUME,SP,66,M,Casado,53853,"0,77",1
10,PICAPE LEVE,SP,55,M,Solteiro,22129,"0,04",0
10,PICAPE LEVE,SP,57,M,Casado,18095,"0,80",0
8,SUV,SP,66,M,Casado,151046,"0,38",0
10,SEDAN,SP,69,F,Casado,37850,"0,78",0
7,HATCH,SP,69,M,Viuvo,28139,"0,82",0
6,HATCH,SC,79,M,Casado,32046,"0,83",0
10,SEDAN,SP,61,M,Casado,28226,"0,41",0
10,MONOVOLUME,SP,61,M,Casado,40875,"0,77",0
0,SEDAN,PE,62,M,Casado,34913,"0,13",0
2,PICAPE PESADA,MT,71,M,Casado,84583,"0,78",0
10,SEDAN,RJ,61,M,Viuvo,14521,"0,77",0
10,SUV,RS,60,F,Casado,86841,"0,80",0
10,HATCH,SP,42,M,Casado,25020,"0,81",0
6,HATCH,SP,41,M,Solteiro,14641,"0,81",0
10,SEDAN,SP,31,M,Casado,15944,"0,80",0
10,SEDAN,RS,53,M,Casado,9618,"0,80",0
2,SEDAN,SP,45,M,Casado,37627,"0,80",0
10,SEDAN,SC,49,M,Casado,22676,"0,04",0
10,HATCH,PR,39,F,Casado,19232,"0,53",0
1,MONOVOLUME,SP,39,M,Casado,41958,"0,68",0
10,HATCH,SP,37,F,Solteiro,16065,"0,78",0
2,SEDAN,SP,35,F,Casado,19608,"0,59",0
2,HATCH,SP,65,M,Casado,28512,"0,78",0
10,HATCH,SP,58,F,Solteiro,7415,"0,81",0
10,PICAPE PESADA,SP,47,M,Casado,19232,"0,82",0
6,HATCH,SP,63,F,Casado,21587,"0,77",0
0,HATCH,MG,49,M,Casado,36103,"0,75",0
7,SEDAN,CE,46,M,Casado,18026,"0,76",0
6,SUV,RS,69,F,Casado,53403,"0,77",0
7,MONOVOLUME,SP,55,F,Casado,61618,"0,46",0
2,MONOVOLUME,PR,77,F,Viuvo,38846,"0,47",0
0,HATCH,MS,39,M,Casado,16689,"0,31",0
2,SEDAN,RJ,66,M,Casado,21553,"0,81",0
0,SUV,PE,41,M,Casado,111936,"0,82",0
10,HATCH,SP,69,F,Viuvo,16068,"0,80",0
1,HATCH,SP,32,F,Solteiro,22481,"0,77",0
4,HATCH,SP,56,M,Casado,16872,"0,75",0
4,SEDAN,SP,65,M,Casado,43897,"0,77",0
8,SEDAN,RS,39,F,Casado,46198,"0,76",0
8,HATCH,RJ,42,F,Casado,23737,"0,81",0
10,HATCH,SP,54,F,Casado,29474,"0,76",0
10,HATCH,SP,33,F,Casado,36493,"0,81",0
10,SEDAN,RS,41,M,Casado,53656,"0,21",0
7,SEDAN,SP,58,F,Casado,44172,"0,80",0
10,SEDAN,SP,88,M,Casado,63118,"0,81",0
10,PICAPE LEVE,SP,78,M,Casado,23661,"0,76",0
3,HATCH,DF,56,F,Casado,27011,"0,38",0
10,HATCH,SP,55,M,Casado,21426,"0,80",0
10,SUV,SP,68,M,Casado,32111,"0,23",0
7,SUV,SP,48,F,Casado,36352,"0,83",0
7,HATCH,CE,49,M,Solteiro,16435,"0,76",0
10,HATCH,SP,47,M,Casado,22018,"0,82",0
1,PICAPE LEVE,PR,31,M,Casado,22784,"0,82",0
10,MONOVOLUME,SP,73,M,Divorciado,36432,"0,80",0
10,MONOVOLUME,SP,48,F,Casado,28656,"0,82",1
10,SEDAN,SP,43,M,Casado,24265,"0,78",0
10,SEDAN,SP,45,M,Divorciado,31969,"0,83",0
10,SEDAN,SP,62,M,Casado,36722,"0,76",1
10,HATCH,SP,57,M,Solteiro,36493,"0,77",0
10,HATCH,SP,26,F,Solteiro,45698,"0,80",0
10,HATCH,SP,50,M,Casado,23376,"0,84",0
7,SUV,SP,55,F,Casado,77289,"0,33",0
7,HATCH,SP,37,F,Solteiro,15165,"0,77",0
10,MONOVOLUME,SP,39,F,Solteiro,53853,"0,80",0
8,SEDAN,SP,79,M,Casado,114393,"0,79",0
7,SUV,PB,36,F,Casado,98745,"0,82",0
10,PICAPE PESADA,MG,69,M,Casado,100571,"0,43",0
6,HATCH,SP,59,F,Casado,27014,"0,79",0
10,SUV,SP,32,M,Casado,48066,"0,78",0
10,HATCH,SP,55,F,Casado,46677,"0,78",0
7,SEDAN,DF,32,F,Casado,45325,"0,01",0
2,SEDAN,RJ,54,M,Casado,61145,"0,82",0
10,MONOVOLUME,SP,37,F,Casado,43390,"0,44",0
7,SEDAN,SP,57,M,Casado,34253,"0,77",0
3,HATCH,SP,76,M,Viuvo,18767,"0,81",0
0,SEDAN,SP,43,M,Casado,26462,"0,79",0
10,SEDAN,SP,50,M,Casado,23758,"0,77",0
10,SEDAN,SP,28,M,Casado,25660,"0,06",0
10,SUV,SP,34,M,Casado,66321,"0,14",0
10,SUV,PR,62,F,Casado,62101,"0,74",0
9,HATCH,SP,53,F,Casado,25609,"0,81",0
5,SEDAN,SP,61,F,Casado,19608,"0,48",0
2,MONOVOLUME,SP,27,F,Casado,26705,"0,77",0
3,PICAPE LEVE,SP,48,M,Casado,25714,"0,82",0
10,SUV,CE,60,M,Divorciado,52478,"0,76",0
1,SUV,SP,46,F,Casado,56304,"0,82",0
7,HATCH,SP,30,M,Casado,17587,"0,82",0
7,SEDAN,MG,54,M,Casado,64467,"0,80",0
10,SEDAN,SP,58,M,Casado,32405,"0,83",0
10,HATCH,SP,58,M,Casado,72604,"0,83",0
4,HATCH,SP,38,F,Casado,34142,"0,22",0
1,SEDAN,SP,63,M,Casado,15742,"0,78",0
5,HATCH,SP,40,F,Casado,20015,"0,80",0
3,PICAPE LEVE,SP,79,M,Casado,53844,"0,50",0
4,SEDAN,SP,37,F,Casado,23758,"0,79",0
10,SEDAN,SC,46,M,Casado,59251,"0,09",0
10,HATCH,SP,72,M,Casado,41199,"0,23",0
2,SUV,SP,72,F,Casado,64785,"0,77",0
6,HATCH,SP,66,F,Casado,23723,"0,78",0
10,HATCH,PR,68,F,Casado,38946,"0,01",0
10,SEDAN,PR,77,M,Viuvo,23676,"0,79",0
10,HATCH,SP,67,F,Casado,21856,"0,76",0
9,MONOVOLUME,SP,60,M,Casado,41770,"0,76",0
3,SEDAN,SP,34,M,Casado,34425,"0,83",0
4,HATCH,SP,65,M,Casado,24908,"0,72",0
3,SUV,MG,46,M,Casado,43837,"0,78",0
0,HATCH,SP,78,M,Casado,28910,"0,65",0
10,HATCH,SP,78,F,Viuvo,11446,"0,76",0
1,SEDAN,CE,69,M,Casado,34892,"0,77",0
0,MONOVOLUME,SP,35,M,Casado,45893,"0,13",0
3,HATCH,SP,62,F,Viuvo,27089,"0,82",0
8,HATCH,SP,65,M,Casado,30453,"0,75",0
2,HATCH,SP,27,F,Casado,18287,"0,79",0
10,MONOVOLUME,SP,57,M,Casado,29022,"0,02",0
10,HATCH,SP,61,M,Casado,22734,"0,80",0
10,PICAPE LEVE,SP,60,M,Viuvo,20088,"0,05",0
10,CAMIONETA LEVE,SP,53,F,Divorciado,17029,"0,10",0
4,HATCH,PR,62,M,Casado,25846,"0,79",0
6,HATCH,SP,40,F,Casado,23410,"0,01",0
1,PICAPE LEVE,MG,79,M,Casado,31643,"0,02",0
5,SUV,SP,75,M,Casado,80973,"0,76",1
10,HATCH,SP,41,F,Solteiro,8831,"0,78",0
10,HATCH,SP,62,F,Casado,45010,"0,05",0
5,SUV,SP,54,M,Casado,47081,"0,80",0
1,SUV,RS,60,M,Divorciado,70289,"0,02",0
7,HATCH,RS,69,F,Casado,17812,"0,81",0
1,SUV,RS,49,M,Casado,30784,"0,81",0
0,SEDAN,ES,34,M,Casado,27322,"0,77",0
10,HATCH,SP,38,F,Casado,44741,"0,10",0
10,STATION WAGON,RS,59,M,Casado,31470,"0,77",0
2,MONOVOLUME,SP,49,M,Casado,19105,"0,80",0
10,HATCH,SP,55,F,Casado,40040,"0,10",0
0,HATCH,SP,41,M,Solteiro,36418,"0,28",0
6,SEDAN,SP,50,F,Casado,20267,"0,77",0
1,STATION WAGON,PR,32,F,Casado,24141,"0,83",2
10,HATCH,SP,50,M,Casado,26016,"0,07",0
10,HATCH,SP,49,M,Casado,16986,"0,77",0
3,PICAPE LEVE,SC,61,M,Casado,21984,"0,79",0
10,HATCH,SP,39,F,Solteiro,49909,"0,10",0
10,HATCH,SP,46,F,Casado,18559,"0,76",0
4,SUV,SP,53,M,Casado,60686,"0,25",0
4,HATCH,SP,30,M,Casado,22425,"0,83",0
1,HATCH,SP,34,F,Casado,16469,"0,84",0
10,HATCH,SP,59,F,Casado,40393,"0,84",0
10,SEDAN,SP,53,M,Casado,29013,"0,76",0
3,HATCH,SP,42,M,Casado,14125,"0,78",0
10,HATCH,SP,46,M,Solteiro,6436,"0,78",0
1,SEDAN,SP,36,M,Casado,34253,"0,05",0
4,HATCH,SP,73,M,Casado,32546,"0,81",0
7,SUV,SP,37,M,Solteiro,32478,"0,82",1
10,SUV,SP,22,F,Solteiro,56907,"0,48",0
3,SEDAN,SP,46,F,Casado,48194,"0,76",0
10,HATCH,SP,54,M,Casado,22319,"0,81",0
7,SEDAN,MG,52,M,Casado,22303,"0,82",0
4,MONOVOLUME,SP,47,M,Casado,27540,"0,82",0
1,HATCH,PR,27,F,Solteiro,26930,"0,79",0
3,HATCH,RS,36,F,Casado,22425,"0,64",0
1,MONOVOLUME,SP,61,F,Casado,39730,"0,77",0
8,SEDAN,SP,64,M,Casado,35116,"0,83",0
10,HATCH,SP,40,M,Casado,34988,"0,65",0
5,SEDAN,MG,30,M,Casado,19260,"0,79",0
10,SEDAN,DF,79,M,Casado,87641,"0,82",0
10,SUV,SP,53,M,Casado,36520,"0,78",0
10,SEDAN,SP,55,M,Casado,35347,"0,79",0
8,MONOVOLUME,SP,32,F,Solteiro,45139,"0,80",2
10,SEDAN,SP,51,M,Casado,18011,"0,10",0
6,MONOVOLUME,SP,61,M,Casado,30473,"0,77",0
10,MONOVOLUME,SP,53,F,Casado,20319,"0,77",0
6,SEDAN,CE,51,F,Casado,21553,"0,82",0
10,PICAPE PESADA,SP,62,M,Casado,63993,"0,82",0
8,HATCH,SP,32,M,Solteiro,19091,"0,82",0
10,HATCH,SC,44,M,Casado,45664,"0,77",0
10,SEDAN,SP,47,M,Casado,8854,"0,80",0
10,HATCH,SP,55,M,Solteiro,21034,"0,80",0
3,SEDAN,PR,47,F,Casado,67854,"0,24",0
10,HATCH,SP,37,F,Casado,9751,"0,77",0
1,HATCH,PE,75,F,Viuvo,29474,"0,80",0
10,HATCH,SP,51,F,Casado,16435,"0,82",0
2,HATCH,SP,57,M,Casado,17324,"0,84",0
6,HATCH,SP,47,F,Casado,38147,"0,80",1
4,SEDAN,RJ,63,M,Casado,41454,"0,81",0
6,SUV,SP,42,M,Casado,76658,"0,77",0
5,MONOVOLUME,RS,80,M,Casado,23553,"0,77",0
10,HATCH,SP,79,M,Casado,5832,"0,80",0
0,HATCH,PE,59,M,Casado,36103,"0,83",0
9,HATCH,RJ,78,M,Casado,34117,"0,76",0
5,SEDAN,SP,36,F,Solteiro,15742,"0,76",0
0,MONOVOLUME,SP,41,F,Casado,37023,"0,28",0
10,PICAPE LEVE,PR,46,M,Casado,27794,"0,79",0
10,HATCH,SP,69,F,Viuvo,13447,"0,78",0
10,SEDAN,SP,55,M,Casado,60278,"0,81",0
8,HATCH,SP,34,M,Casado,9876,"0,79",0
10,SUV,GO,61,M,Casado,49786,"0,81",0
3,SEDAN,SP,40,M,Casado,17237,"0,82",0
5,SEDAN,SP,30,M,Casado,42989,"0,05",0
5,SUV,RS,50,F,Divorciado,34125,"0,35",0
10,SEDAN,SP,55,M,Casado,66079,"0,78",0
10,SEDAN,PR,41,F,Casado,59894,"0,24",2
10,HATCH,SP,76,M,Casado,33268,"0,04",0
10,HATCH,SP,49,M,Casado,46666,"0,78",0
7,MONOVOLUME,SP,68,F,Casado,21783,"0,81",0
10,HATCH,SP,45,M,Solteiro,13657,"0,83",0
4,SEDAN,PR,64,M,Casado,35913,"0,76",0
10,SEDAN,SP,37,F,Casado,59894,"0,83",0
8,SEDAN,SP,47,M,Solteiro,53380,"0,83",0
10,HATCH,SP,41,F,Solteiro,33830,"0,78",0
10,SEDAN,SP,37,M,Casado,22203,"0,79",0
5,SEDAN,SP,48,M,Casado,39210,"0,81",0
2,HATCH,SP,31,M,Casado,29965,"0,81",0
10,MONOVOLUME,SP,45,M,Casado,23124,"0,77",0
5,SEDAN,SP,65,M,Casado,19867,"0,77",0
10,HATCH,SP,34,F,Divorciado,11912,"0,01",0
10,SEDAN,SP,51,F,Casado,31625,"0,76",0
5,MONOVOLUME,SP,29,F,Casado,31102,"0,77",0
10,SEDAN,SP,81,M,Casado,33414,"0,78",0
10,SEDAN,SP,41,M,Casado,24754,"0,04",0
7,SUV,PR,53,M,Casado,28645,"0,80",0
1,SEDAN,SP,78,M,Casado,6745,"0,81",0
5,SUV,SP,73,M,Casado,36549,"0,11",0
10,HATCH,SP,47,M,Casado,29691,"0,84",0
10,SEDAN,SP,59,F,Casado,46538,"0,77",1
10,HATCH,SP,53,F,Casado,23492,"0,36",0
4,HATCH,SP,34,F,Solteiro,8670,"0,69",0
3,HATCH,SP,74,M,Casado,23729,"0,81",0
8,SUV,SC,66,F,Casado,57470,"0,82",0
4,PICAPE LEVE,SP,67,M,Casado,20456,"0,33",0
8,HATCH,SP,73,M,Casado,17268,"0,82",0
3,SUV,PR,64,M,Casado,72574,"0,79",0
1,HATCH,SP,52,F,Casado,40939,"0,77",0
3,MONOVOLUME,SP,66,F,Casado,24776,"0,83",0
6,SEDAN,SP,25,M,Solteiro,25417,"0,15",0
5,PICAPE LEVE,RS,56,F,Divorciado,21908,"0,09",0
10,HATCH,SP,47,F,Casado,22212,"0,78",0
9,HATCH,MG,56,M,Casado,39562,"0,76",0
1,STATION WAGON,MG,68,M,Casado,28893,"0,83",0
7,HATCH,RS,38,M,Casado,49262,"0,28",0
9,HATCH,SP,52,M,Casado,46024,"0,81",0
10,STATION WAGON,SP,52,M,Casado,29998,"0,78",0
3,HATCH,RJ,38,M,Viuvo,25021,"0,79",0
3,HATCH,SP,53,M,Casado,13657,"0,82",0
7,MONOVOLUME,SP,70,F,Casado,21874,"0,78",1
3,MONOVOLUME,SP,64,F,Divorciado,62820,"0,80",0
0,SEDAN,MG,48,M,Casado,11406,"0,09",0
2,SEDAN,SP,55,M,Casado,35139,"0,76",0
10,SEDAN,SP,39,F,Casado,33039,"0,78",0
10,SEDAN,PR,51,M,Casado,17682,"0,80",0
10,SUV,SP,41,M,Casado,51210,"0,53",0
10,SUV,SP,59,M,Casado,62798,"0,31",0
10,SEDAN,MG,74,M,Casado,45325,"0,83",0
2,HATCH,BA,59,M,Casado,31287,"0,48",0
10,MONOVOLUME,SP,62,F,Solteiro,13613,"0,78",0
10,SEDAN,SP,67,M,Casado,61538,"0,81",0
0,SUV,MT,38,F,Casado,35183,"0,59",0
5,SUV,SP,50,M,Divorciado,47685,"0,23",0
10,SEDAN,SC,37,M,Casado,74088,"0,36",0
10,HATCH,SP,46,M,Casado,34150,"0,29",0
10,SEDAN,SP,53,M,Casado,18893,"0,82",0
10,SEDAN,SP,51,M,Casado,59894,"0,78",0
9,HATCH,SP,24,M,Casado,30749,"0,80",0
10,PICAPE PESADA,SP,61,M,Casado,64425,"0,06",0
5,HATCH,SP,42,M,Casado,25854,"0,78",0
10,HATCH,SP,43,F,Viuvo,18524,"0,77",0
0,PICAPE LEVE,SP,68,M,Casado,31921,"0,83",0
2,SEDAN,RS,73,M,Viuvo,10999,"0,82",0
10,HATCH,SP,56,F,Casado,46183,"0,78",0
10,HATCH,RS,51,F,Casado,31595,"0,77",0
10,MONOVOLUME,SP,68,F,Casado,24561,"0,79",0
9,SEDAN,SP,36,M,Divorciado,34572,"0,77",0
0,HATCH,DF,37,M,Casado,19974,"0,81",0
10,SEDAN,SP,47,M,Casado,15094,"0,76",0
1,HATCH,SP,38,M,Casado,21247,"0,81",0
10,HATCH,SP,76,M,Casado,23746,"0,83",0
1,HATCH,RS,41,F,Solteiro,21247,"0,78",0
3,HATCH,PE,41,F,Casado,24922,"0,01",0
8,MONOVOLUME,SP,55,F,Casado,20865,"0,80",0
0,PICAPE LEVE,RS,37,M,Casado,27886,"0,78",0
10,CAMIONETA LEVE,SP,72,M,Casado,10085,"0,80",0
3,HATCH,SP,39,M,Casado,29965,"0,67",0
10,HATCH,RJ,64,M,Casado,22946,"0,83",0
10,STATION WAGON,SP,80,M,Casado,13616,"0,83",0
10,PICAPE LEVE,SP,57,M,Casado,21300,"0,83",0
9,SEDAN,SP,36,F,Solteiro,29013,"0,76",2
10,HATCH,RS,64,F,Casado,46459,"0,65",0
4,MONOVOLUME,SP,45,M,Casado,35621,"0,80",0
10,MONOVOLUME,SP,52,M,Solteiro,38023,"0,12",0
10,HATCH,SP,54,M,Casado,42434,"0,47",1
3,HATCH,RN,76,M,Casado,14103,"0,76",0
10,SEDAN,SP,54,F,Divorciado,44001,"0,80",0
10,PICAPE PESADA,RS,51,F,Casado,99045,"0,76",0
3,SEDAN,SP,73,M,Casado,47018,"0,76",0
8,MONOVOLUME,SP,27,M,Solteiro,57109,"0,81",0
9,HATCH,SP,64,F,Casado,17186,"0,80",0
9,SEDAN,SP,61,M,Casado,60493,"0,71",1
0,SEDAN,BA,45,M,Casado,27322,"0,76",0
2,MONOVOLUME,SP,58,F,Casado,44593,"0,76",0
0,PICAPE PESADA,MG,52,F,Divorciado,44015,"0,01",0
1,HATCH,SP,30,M,Casado,25920,"0,03",0
10,STATION WAGON,SP,86,M,Casado,20284,"0,26",0
9,SEDAN,SP,58,F,Casado,43897,"0,70",0
9,HATCH,SP,41,F,Casado,30873,"0,84",0
10,SEDAN,SP,63,F,Casado,32408,"0,76",1
3,HATCH,SP,45,M,Solteiro,24582,"0,70",0
10,HATCH,SP,53,F,Casado,27321,"0,78",0
1,PICAPE LEVE,MG,56,M,Solteiro,49303,"0,82",0
8,HATCH,SP,27,F,Solteiro,25021,"0,82",0
8,MONOVOLUME,SP,60,M,Casado,33215,"0,83",0
6,HATCH,SP,35,M,Casado,20547,"0,84",0
10,SEDAN,SP,35,M,Casado,62889,"0,80",0
2,MONOVOLUME,SP,61,M,Viuvo,27356,"0,82",0
7,SEDAN,SP,74,F,Viuvo,43799,"0,77",0
6,HATCH,MG,43,F,Solteiro,19393,"0,01",0
4,HATCH,SP,49,M,Casado,15185,"0,76",0
8,SUV,RS,26,F,Solteiro,46710,"0,80",0
0,HATCH,SP,25,M,Casado,54037,"0,11",1
10,SEDAN,RJ,40,F,Casado,20267,"0,79",0
0,SEDAN,PR,37,M,Casado,60278,"0,82",1
10,SEDAN,SP,31,M,Solteiro,43897,"0,83",0
1,MONOVOLUME,SP,50,M,Casado,61618,"0,56",0
10,SEDAN,SP,44,F,Casado,22901,"0,18",1
10,MONOVOLUME,PR,21,F,Solteiro,30216,"0,25",0
10,SUV,SP,45,M,Casado,144265,"0,79",0
7,SUV,SP,53,M,Casado,42713,"0,79",0
10,SEDAN,SP,55,M,Casado,25921,"0,80",0
5,SEDAN,SP,43,F,Casado,76034,"0,81",0
10,HATCH,MG,48,M,Solteiro,28316,"0,82",0
6,HATCH,MG,31,M,Casado,8561,"0,80",0
2,MONOVOLUME,SP,64,F,Casado,37410,"0,80",0
2,HATCH,SP,63,M,Casado,23110,"0,81",0
5,SEDAN,SP,70,F,Casado,43897,"0,77",0
1,PICAPE LEVE,SP,61,F,Solteiro,49303,"0,78",0
10,SUV,RS,67,M,Casado,74551,"0,77",0
10,SEDAN,SP,37,M,Casado,44120,"0,79",0
10,SEDAN,SP,62,F,Casado,35649,"0,16",0
3,STATION WAGON,PR,45,M,Casado,31612,"0,80",0
10,HATCH,SP,53,M,Casado,31568,"0,19",0
10,STATION WAGON,SP,48,M,Casado,32519,"0,34",0
2,SUV,MA,41,F,Casado,43019,"0,81",0
1,SEDAN,SP,48,M,Solteiro,44897,"0,35",0
8,STATION WAGON,SP,40,F,Casado,22965,"0,79",0
10,SEDAN,MG,56,M,Divorciado,34572,"0,76",0
10,SUV,SP,81,M,Casado,103273,"0,77",0
1,HATCH,SP,37,F,Casado,19078,"0,83",0
10,HATCH,SP,55,F,Solteiro,9407,"0,81",0
9,SEDAN,SP,62,M,Casado,71278,"0,82",0
10,HATCH,SP,30,F,Casado,35844,"0,30",0
10,SEDAN,SC,58,F,Viuvo,60046,"0,70",0
9,STATION WAGON,SP,79,F,Casado,36066,"0,77",0
1,HATCH,RN,65,F,Casado,37838,"0,76",2
3,SUV,SP,49,M,Casado,49014,"0,81",1
2,HATCH,MG,55,M,Casado,34195,"0,02",0
3,PICAPE LEVE,PR,66,M,Casado,36429,"0,76",0
0,HATCH,DF,57,M,Casado,26170,"0,77",0
10,MONOVOLUME,SP,48,F,Casado,26705,"0,14",0
10,SEDAN,SP,49,F,Solteiro,43752,"0,79",0
10,SUV,SC,59,M,Casado,48113,"0,02",0
10,STATION WAGON,SP,64,F,Casado,33096,"0,80",0
1,MONOVOLUME,SP,26,F,Casado,23391,"0,27",0
1,SEDAN,SP,60,F,Casado,66079,"0,76",0
3,PICAPE PESADA,SP,60,M,Casado,107489,"0,77",0
10,SEDAN,SP,63,M,Casado,15742,"0,81",0
1,SEDAN,SP,36,M,Casado,24687,"0,58",0
10,HATCH,SP,37,F,Casado,22245,"0,13",0
6,SUV,SC,62,M,Casado,77362,"0,77",0
3,PICAPE LEVE,SP,67,M,Casado,13590,"0,79",0
9,HATCH,PE,43,F,Casado,23328,"0,79",0
3,HATCH,PR,58,F,Casado,27799,"0,80",0
0,MONOVOLUME,SP,50,M,Casado,30731,"0,33",0
10,HATCH,SP,83,M,Casado,12801,"0,81",0
4,PICAPE LEVE,SP,41,M,Casado,21984,"0,25",0
10,SUV,GO,59,F,Casado,78278,"0,76",0
1,SEDAN,SP,58,M,Casado,22622,"0,80",0
10,SEDAN,SP,69,M,Casado,61685,"0,81",0
10,SUV,SP,49,F,Casado,86800,"0,75",0
7,SEDAN,SP,45,M,Casado,18176,"0,78",0
1,HATCH,SP,63,M,Casado,16556,"0,80",0
10,SUV,SP,41,F,Casado,68495,"0,05",0
10,HATCH,SP,37,F,Casado,36792,"0,31",0
6,HATCH,SP,37,M,Casado,17268,"0,81",0
10,PICAPE LEVE,PR,59,F,Viuvo,55068,"0,73",0
2,MONOVOLUME,SP,74,F,Casado,45139,"0,81",0
2,SEDAN,SP,43,M,Casado,15525,"0,81",0
7,SEDAN,SP,53,F,Casado,46198,"0,39",0
2,CAMIONETA LEVE,SP,60,M,Casado,20076,"0,78",0
10,HATCH,SP,44,M,Casado,24004,"0,79",0
5,SEDAN,SC,57,M,Casado,38494,"0,81",0
1,HATCH,SP,52,M,Casado,16858,"0,77",0
10,HATCH,SC,35,F,Solteiro,31301,"0,81",0
1,SEDAN,SP,34,M,Casado,33956,"0,14",0
10,MONOVOLUME,SP,53,F,Viuvo,44303,"0,81",0
10,SUV,RS,63,M,Casado,98469,"0,81",0
10,MONOVOLUME,RS,58,M,Casado,29140,"0,48",0
9,HATCH,SP,60,F,Casado,45089,"0,78",0
10,HATCH,MG,74,M,Casado,17818,"0,78",0
10,HATCH,SP,47,M,Casado,37999,"0,01",0
8,HATCH,SP,53,F,Casado,39322,"0,82",0
8,SEDAN,SP,33,F,Casado,18531,"0,78",0
