tipo	idade	sexo	civil	valor	expos	nsinist
sedan	60	M	Casado	9.618	0.33	1
sedan	67	M	Casado	71.278	0.35	0
sedan	49	F	Casado	45.171	0.79	0
sedan	54	M	Divorciado	43.799	0.77	0
hatch	27	F	Solteiro	18.691	0.77	0
sedan	54	F	Casado	39.842	0.79	0
hatch	42	F	Casado	44.545	0.83	0
hatch	47	F	Casado	27.023	0.8	0
sedan	57	M	Casado	28.616	0.82	0
picape	67	M	Casado	58.847	0.77	0
mono	51	F	Casado	20.956	0.79	0
sedan	32	M	Casado	31.239	0.8	0
wagon	58	F	Solteiro	14.664	0.03	0
hatch	48	M	Casado	16.238	0.77	0
hatch	42	F	Casado	18.959	0.6	0
sedan	45	M	Casado	59.666	0.81	0
sedan	61	F	Casado	48.299	0.81	1
suv	40	F	Casado	80.973	0.78	0
suv	46	M	Casado	47.541	0.8	0
hatch	67	M	Casado	30.727	0.81	0
mono	72	F	Casado	33.279	0.22	0
sedan	37	F	Solteiro	43.799	0.76	0
wagon	48	M	Casado	24.141	0.79	0
picape	65	F	Casado	88.312	0.83	0
hatch	57	F	Casado	39.965	0.84	0
suv	58	F	Viuvo	84.25	0.21	0
sedan	61	M	Casado	75.025	0.79	0
mono	51	M	Casado	17.884	0.67	0
hatch	64	M	Casado	28.321	0.67	0
wagon	56	M	Casado	9.16	0.76	0
sedan	42	F	Divorciado	46.538	0.76	0
mono	54	F	Casado	45.139	0.75	0
suv	71	F	Viuvo	71.31	0.1	0
hatch	33	M	Casado	22.975	0.53	0
hatch	71	M	Casado	10.689	0.82	0
hatch	61	M	Casado	16.356	0.82	0
mono	67	M	Casado	32.12	0.78	0
hatch	62	M	Casado	18.567	0.83	0
hatch	30	F	Casado	35.844	0.46	0
mono	53	F	Casado	57.109	0.82	0
mono	37	M	Casado	44.41	0.83	0
picape	58	M	Casado	78.647	0.77	0
mono	42	M	Casado	28.555	0.79	0
mono	50	M	Casado	21.016	0.81	0
hatch	58	M	Casado	29.254	0.81	0
sedan	71	F	Casado	49.863	0.81	0
sedan	49	M	Casado	23.203	0.81	0
hatch	25	F	Casado	29.474	0.81	0
picape	39	M	Casado	21.908	0.79	1
picape	58	M	Casado	39.502	0.76	0
picape	38	M	Casado	18.095	0.78	0
mono	36	F	Casado	28.552	0.52	0
hatch	68	M	Casado	34.679	0.82	0
sedan	71	M	Casado	38.328	0.01	0
hatch	58	F	Casado	13.35	0.32	0
sedan	54	M	Casado	18.357	0.78	0
hatch	65	F	Casado	35.4	0.76	0
suv	46	M	Casado	32.111	0.77	0
suv	33	M	Casado	51.819	0.77	0
suv	64	M	Casado	67.902	0.34	1
suv	57	F	Casado	49.472	0.21	0
suv	36	F	Casado	42.174	0.77	0
mono	48	F	Solteiro	32.075	0.78	0
sedan	53	M	Casado	10.66	0.81	0
mono	51	M	Casado	38.165	0.83	0
hatch	55	M	Casado	28.305	0.82	0
hatch	60	M	Casado	40.763	0.2	0
picape	45	M	Casado	22.722	0.8	0
picape	65	M	Casado	15.589	0.81	0
hatch	64	M	Casado	27.989	0.1	0
hatch	60	F	Viuvo	31.911	0.79	0
sedan	58	F	Casado	56.078	0.81	0
hatch	59	M	Casado	21.301	0.08	0
hatch	48	F	Casado	34.266	0.79	0
picape	56	M	Casado	20.523	0.82	0
wagon	63	M	Casado	19.829	0.76	0
sedan	59	F	Casado	50.419	0.19	0
picape	38	M	Casado	38.707	0.81	0
hatch	51	M	Casado	26.93	0.77	0
hatch	46	F	Divorciado	9.178	0.79	0
hatch	48	F	Casado	32.972	0.79	0
hatch	25	M	Solteiro	22.245	0.79	0
hatch	49	F	Casado	28.91	0.81	0
sedan	56	F	Casado	14.867	0.81	0
hatch	52	M	Casado	38.307	0.81	0
sedan	51	F	Casado	45.325	0.07	0
suv	56	M	Casado	64.898	0.79	0
hatch	29	F	Casado	19.393	0.79	0
sedan	58	F	Divorciado	14.694	0.18	1
hatch	47	M	Casado	18.664	0.78	0
hatch	40	M	Casado	22.245	0.58	0
mono	36	M	Casado	53.853	0.79	0
sedan	70	M	Casado	33.009	0.42	0
sedan	60	M	Casado	23.404	0.81	0
hatch	69	M	Casado	23.708	0.06	0
sedan	60	M	Casado	34.572	0.81	0
suv	49	F	Casado	33.02	0.45	0
sedan	62	M	Viuvo	40.556	0.77	0
suv	69	M	Casado	56.907	0.78	0
sedan	39	F	Casado	27.156	0.78	0
hatch	55	M	Casado	29.179	0.81	0
sedan	53	M	Solteiro	21.446	0.02	0
hatch	53	M	Viuvo	54.661	0.39	0
hatch	34	M	Casado	31.679	0.66	0
sedan	50	M	Casado	32.958	0.82	0
picape	55	M	Casado	30.275	0.77	0
sedan	48	M	Casado	23.944	0.81	0
hatch	48	F	Divorciado	16.229	0.82	0
sedan	63	M	Casado	28.616	0.8	0
hatch	53	M	Casado	32.097	0.77	0
sedan	42	F	Casado	51.929	0.64	0
mono	49	M	Casado	40.428	0.78	0
suv	54	F	Casado	57.931	0.31	0
suv	62	F	Casado	51.819	0.76	0
hatch	22	M	Solteiro	21.725	0.79	0
suv	54	F	Casado	52.443	0.76	0
suv	79	M	Casado	34.125	0.81	0
sedan	33	M	Casado	64.012	0.13	0
wagon	52	M	Casado	43.604	0.7	0
hatch	35	F	Casado	21.423	0.8	0
sedan	63	M	Viuvo	50.818	0.16	0
picape	38	M	Casado	61.593	0.77	0
hatch	60	M	Casado	15.498	0.81	0
sedan	68	F	Casado	75.025	0.82	0
hatch	66	M	Casado	9.455	0.8	0
wagon	65	F	Casado	28.893	0.78	0
sedan	51	F	Casado	44.086	0.79	0
suv	67	M	Casado	55.102	0.79	0
sedan	33	F	Solteiro	34.572	0.78	1
sedan	70	F	Casado	35.959	0.79	0
picape	64	M	Casado	43.999	0.8	0
suv	50	F	Casado	80.804	0.8	0
mono	55	M	Solteiro	29.699	0.83	0
picape	43	F	Casado	43.54	0.79	0
suv	44	F	Casado	59.839	0.79	0
sedan	72	M	Casado	66.306	0.28	0
hatch	57	M	Casado	28.776	0.82	0
sedan	58	M	Casado	40.763	0.77	0
suv	43	M	Casado	47.685	0.1	0
picape	71	M	Casado	53.018	0.25	0
suv	45	F	Casado	33.717	0.83	0
suv	29	M	Solteiro	36.52	0.77	0
sedan	60	M	Casado	75.025	0.79	0
hatch	58	M	Casado	26.995	0.15	0
wagon	73	M	Casado	29.732	0.76	0
sedan	47	F	Casado	71.278	0.48	0
sedan	48	F	Divorciado	34.425	0.83	0
hatch	41	F	Casado	12.415	0.79	0
hatch	56	F	Casado	25.552	0.8	0
sedan	69	M	Casado	28.589	0.8	0
hatch	52	F	Divorciado	34.332	0.79	0
picape	51	F	Solteiro	12.816	0.01	0
mono	53	M	Casado	25.335	0.77	0
picape	47	M	Casado	75.928	0.78	0
hatch	57	M	Casado	23.849	0.81	0
hatch	43	F	Solteiro	19.491	0.66	1
hatch	40	F	Casado	36.86	0.78	0
sedan	41	M	Solteiro	34.572	0.02	0
sedan	66	M	Divorciado	34.572	0.8	0
sedan	36	M	Casado	40.739	0.76	0
suv	77	M	Casado	80.114	0.52	0
wagon	65	M	Casado	15.21	0.76	0
mono	40	F	Casado	21.749	0.81	0
sedan	51	M	Casado	26.418	0.79	0
sedan	35	M	Solteiro	47.018	0.06	0
hatch	60	M	Casado	21.584	0.81	0
hatch	34	M	Casado	21.088	0.84	0
hatch	33	M	Casado	26.552	0.01	0
suv	56	M	Casado	52.374	0.78	0
hatch	75	M	Casado	23.17	0.8	1
hatch	52	F	Casado	23.829	0.77	0
sedan	61	F	Casado	62.537	0.8	0
hatch	28	F	Solteiro	19.974	0.72	0
hatch	33	F	Casado	16.689	0.81	0
picape	61	M	Viuvo	125.332	0.5	0
hatch	57	M	Casado	21.301	0.8	0
picape	42	M	Casado	90.018	0.76	0
hatch	65	M	Casado	52.955	0.81	0
hatch	50	F	Casado	19.003	0.81	0
hatch	32	F	Solteiro	24.584	0.01	0
sedan	53	M	Casado	28.346	0.77	0
sedan	65	M	Viuvo	28.184	0.35	0
picape	67	F	Casado	28.712	0.78	0
mono	57	M	Casado	48.655	0.82	0
mono	66	M	Casado	58.57	0.33	0
picape	51	M	Casado	47.42	0.52	0
sedan	35	M	Casado	59.658	0.3	0
hatch	77	M	Viuvo	34.692	0.77	0
hatch	39	F	Casado	45.698	0.82	0
picape	68	M	Casado	91.482	0.76	0
hatch	65	M	Casado	36.728	0.78	0
suv	60	F	Casado	33.208	0.75	0
sedan	43	F	Casado	56.695	0.76	0
picape	47	M	Casado	15.753	0.76	0
hatch	52	F	Casado	16.356	0.66	1
mono	34	M	Casado	25.335	0.62	0
sedan	72	M	Divorciado	18.692	0.81	0
sedan	39	F	Casado	37.85	0.09	0
hatch	49	F	Casado	40.232	0.79	0
mono	33	F	Casado	25.81	0.83	0
mono	31	F	Solteiro	41.076	0.71	0
picape	45	M	Casado	36.694	0.8	0
picape	59	F	Casado	34.375	0.77	0
sedan	46	M	Casado	35.452	0.79	0
sedan	33	M	Casado	21.446	0.39	0
hatch	50	F	Casado	22.714	0.78	0
hatch	48	F	Divorciado	14.263	0.59	0
suv	55	M	Casado	55.69	0.7	0
sedan	48	M	Casado	19.085	0.76	0
wagon	57	F	Viuvo	23.234	0.82	0
sedan	36	M	Casado	22.428	0.8	0
sedan	49	M	Casado	18.494	0.76	0
sedan	48	F	Casado	33.732	0.8	0
hatch	53	F	Divorciado	24.668	0.48	0
picape	44	M	Casado	14.265	0.8	0
wagon	59	M	Casado	12.32	0.25	0
picape	61	F	Casado	30.675	0.82	0
hatch	29	M	Casado	19.393	0.82	0
sedan	45	M	Casado	24.134	0.17	0
sedan	32	F	Casado	20.31	0.26	0
hatch	61	M	Casado	22.099	0.02	0
hatch	68	F	Casado	38.946	0.27	0
sedan	42	F	Casado	14.744	0.5	0
hatch	34	F	Casado	34.337	0.79	0
sedan	34	M	Casado	19.608	0.79	0
sedan	62	M	Casado	65.212	0.81	0
hatch	35	F	Solteiro	24.837	0.81	0
hatch	45	M	Casado	8.1	0.77	0
picape	69	F	Divorciado	34.677	0.8	0
suv	46	F	Casado	36.549	0.82	0
hatch	41	M	Casado	22.245	0.77	0
mono	44	M	Casado	43.486	0.8	0
hatch	36	M	Solteiro	15.332	0.82	0
picape	49	M	Casado	101.94	0.44	0
hatch	58	F	Casado	48.122	0.77	0
hatch	69	M	Casado	16.621	0.79	0
hatch	58	F	Casado	17.9	0.8	0
hatch	71	M	Casado	20.368	0.79	0
sedan	27	F	Solteiro	49.357	0.42	0
sedan	60	M	Casado	40.985	0.62	0
hatch	29	M	Solteiro	58.326	0.71	0
hatch	31	M	Casado	19.657	0.76	0
hatch	54	F	Casado	12.436	0.78	0
sedan	43	M	Casado	54.253	0.82	0
suv	44	F	Casado	111.936	0.83	0
hatch	64	M	Divorciado	26.288	0.77	0
hatch	70	F	Casado	24.39	0.78	0
wagon	44	M	Casado	35.771	0.1	0
sedan	59	M	Casado	21.352	0.82	0
suv	76	F	Casado	33.644	0.76	0
hatch	52	F	Casado	17.186	0.83	0
hatch	61	M	Casado	11.912	0.04	0
suv	41	F	Casado	43.019	0.49	0
sedan	58	F	Casado	53.38	0.34	1
sedan	71	M	Casado	35.792	0.78	0
mono	53	M	Casado	49.08	0.38	0
hatch	63	M	Casado	40.146	0.8	0
hatch	68	M	Divorciado	49.234	0.79	0
mono	55	M	Casado	29.196	0.82	0
suv	59	M	Casado	24.516	0.21	0
sedan	31	M	Solteiro	12.205	0.76	0
sedan	58	M	Casado	20.078	0.81	0
suv	36	F	Casado	33.717	0.29	0
mono	37	M	Casado	24.486	0.82	0
hatch	38	F	Casado	44.741	0.56	0
mono	71	F	Casado	27.826	0.82	0
hatch	69	F	Solteiro	21.711	0.76	0
sedan	41	M	Casado	19.608	0.79	0
hatch	58	F	Casado	24.626	0.8	0
hatch	25	F	Solteiro	40.146	0.8	0
sedan	53	M	Casado	53.38	0.05	0
mono	67	F	Viuvo	25.956	0.82	0
hatch	51	M	Casado	16.872	0.01	0
suv	57	F	Casado	108.551	0.41	0
hatch	68	M	Casado	25.045	0.84	0
hatch	42	F	Casado	19.393	0.2	0
hatch	42	M	Casado	22.425	0.77	0
wagon	48	M	Casado	30.525	0.76	0
sedan	40	M	Casado	62.009	0.77	0
hatch	73	M	Casado	17.634	0.82	0
sedan	54	M	Casado	43.897	0.84	0
sedan	65	M	Casado	57.245	0.81	0
hatch	43	F	Casado	23.11	0.76	1
suv	39	M	Casado	74.658	0.04	0
suv	31	M	Casado	93.039	0.76	0
hatch	69	M	Casado	9.876	0.8	0
sedan	70	M	Casado	27.779	0.8	0
suv	72	F	Casado	24.261	0.78	0
hatch	61	M	Casado	24.908	0.48	0
sedan	33	M	Casado	72.009	0.76	0
sedan	49	M	Casado	11.99	0.76	0
sedan	56	M	Solteiro	45.652	0.76	0
hatch	69	M	Casado	25.021	0.79	0
hatch	36	F	Casado	38.476	0.79	0
mono	53	M	Viuvo	45.195	0.68	0
hatch	46	M	Casado	29.474	0.8	0
mono	42	F	Casado	25.956	0.76	0
sedan	52	F	Casado	43.799	0.77	0
suv	59	M	Casado	114.2	0.04	0
hatch	51	M	Casado	15.133	0.15	0
hatch	32	M	Casado	15.952	0.83	1
mono	53	F	Casado	28.885	0.42	0
hatch	57	F	Solteiro	14.971	0.8	0
suv	63	F	Casado	45.871	0.76	0
hatch	32	F	Solteiro	24.494	0.77	0
hatch	25	F	Solteiro	17.186	0.22	0
mono	53	M	Casado	40.533	0.02	0
mono	55	M	Casado	25.81	0.83	0
hatch	22	F	Solteiro	43.892	0.53	0
suv	47	M	Casado	110.93	0.76	0
hatch	28	F	Solteiro	27.479	0.79	0
hatch	57	M	Casado	13.055	0.76	0
sedan	54	F	Viuvo	22.728	0.8	0
suv	71	F	Viuvo	110.829	0.82	0
hatch	29	M	Solteiro	21.211	0.8	0
suv	41	F	Casado	79.979	0.8	0
hatch	48	M	Casado	25.92	0.01	0
sedan	50	F	Casado	11.255	0.34	0
hatch	37	M	Casado	25.92	0.84	0
hatch	21	F	Solteiro	27.932	0.08	0
mono	54	F	Solteiro	45.239	0.76	0
sedan	55	M	Casado	60.278	0.79	0
mono	52	M	Casado	48.609	0.11	0
suv	85	M	Casado	31.419	0.76	0
sedan	36	M	Casado	34.572	0.76	0
sedan	44	M	Casado	37.816	0.56	2
wagon	36	F	Casado	24.141	0.25	0
hatch	43	F	Solteiro	34.142	0.8	0
suv	49	M	Casado	45.411	0.82	1
sedan	45	F	Casado	36.848	0.81	0
hatch	60	M	Casado	17.268	0.77	0
wagon	61	M	Casado	24.793	0.78	0
wagon	35	F	Casado	24.141	0.79	0
suv	55	F	Solteiro	71.074	0.8	0
sedan	57	M	Casado	52.422	0.83	0
hatch	52	M	Casado	23.729	0.79	0
sedan	37	F	Casado	22.073	0.02	0
hatch	69	F	Casado	24.132	0.78	1
suv	36	M	Casado	84.25	0.54	0
hatch	39	M	Casado	34.332	0.77	0
suv	71	M	Casado	86.882	0.8	0
mono	62	F	Casado	58.306	0.02	0
mono	75	M	Casado	56.546	0.8	0
mono	69	M	Casado	23.391	0.47	0
mono	72	M	Casado	23.391	0.82	0
hatch	37	M	Casado	37.701	0.79	0
hatch	43	M	Casado	26.799	0.01	0
hatch	49	M	Casado	30.02	0.33	0
mono	68	F	Solteiro	48.801	0.48	0
sedan	24	M	Solteiro	29.255	0.81	0
sedan	41	M	Casado	34.854	0.82	0
hatch	62	F	Casado	20.376	0.23	0
picape	53	M	Casado	34.017	0.79	0
sedan	50	M	Casado	32.965	0.01	0
sedan	83	M	Casado	25.457	0.78	0
suv	44	M	Casado	63.923	0.79	0
suv	57	M	Casado	72.574	0.77	0
mono	35	F	Solteiro	21.963	0.76	0
hatch	42	F	Casado	23.11	0.58	0
suv	51	M	Casado	42.713	0.76	0
mono	52	M	Casado	23.924	0.8	0
hatch	58	M	Casado	22.067	0.26	0
hatch	41	M	Solteiro	17.191	0.41	0
hatch	21	F	Solteiro	32.092	0.77	0
suv	65	M	Casado	41.273	0.78	0
hatch	54	M	Casado	8.083	0.81	0
hatch	28	F	Casado	18.285	0.82	0
sedan	74	M	Casado	18.645	0.81	0
suv	43	M	Casado	83.617	0.78	0
sedan	64	M	Casado	37.816	0.83	0
sedan	57	M	Casado	57.412	0.82	0
sedan	52	M	Casado	24.327	0.8	0
hatch	56	M	Casado	16.872	0.04	0
hatch	60	M	Casado	8.923	0.77	0
suv	49	F	Casado	53.635	0.8	0
suv	56	M	Divorciado	58.813	0.78	0
suv	68	M	Casado	63.539	0.82	0
suv	62	M	Casado	27.598	0.82	0
hatch	61	M	Casado	26.016	0.82	2
sedan	41	M	Casado	22.428	0.03	0
hatch	48	M	Casado	20.642	0.01	0
suv	71	M	Casado	65.815	0.05	0
hatch	38	M	Casado	52.13	0.75	0
sedan	37	M	Divorciado	50.773	0.77	0
sedan	27	F	Casado	65.883	0.76	0
hatch	37	F	Solteiro	24.832	0.81	0
mono	78	M	Casado	28.04	0.82	0
hatch	41	F	Casado	28.321	0.82	0
sedan	57	M	Casado	49.357	0.46	0
hatch	45	M	Casado	37.765	0.79	0
sedan	78	F	Casado	11.277	0.82	0
hatch	53	F	Casado	21.301	0.82	0
sedan	39	M	Casado	34.572	0.36	0
mono	53	M	Casado	41.77	0.79	0
picape	70	M	Casado	31.643	0.77	0
mono	31	M	Casado	33.607	0.01	0
mono	69	M	Casado	34.701	0.3	0
sedan	66	F	Casado	34.888	0.77	0
picape	86	M	Viuvo	26.177	0.83	0
hatch	40	M	Casado	22.4	0.5	0
mono	39	F	Casado	23.633	0.48	0
hatch	50	F	Casado	23.769	0.82	0
hatch	53	M	Casado	23.708	0.77	1
sedan	62	M	Casado	33.009	0.77	0
hatch	55	M	Casado	34.325	0.82	0
hatch	53	F	Solteiro	24.832	0.8	0
hatch	61	F	Casado	45.698	0.8	0
picape	46	M	Divorciado	21.908	0.23	0
hatch	28	F	Casado	40.466	0.33	0
hatch	48	F	Casado	30.453	0.79	0
picape	60	M	Casado	95.428	0.29	0
hatch	38	M	Solteiro	45.579	0.52	0
hatch	31	F	Casado	21.725	0.84	0
hatch	46	F	Casado	25.92	0.78	1
sedan	68	M	Casado	26.302	0.8	1
hatch	52	M	Casado	24.494	0.1	0
sedan	55	M	Casado	23.568	0.31	0
hatch	62	M	Casado	29.861	0.05	0
hatch	56	M	Casado	28.627	0.78	0
hatch	41	F	Casado	21.251	0.13	0
hatch	59	M	Casado	22.08	0.77	0
hatch	32	F	Solteiro	28.698	0.01	0
hatch	39	M	Casado	18.675	0.82	0
sedan	71	M	Casado	61.685	0.77	0
hatch	65	F	Viuvo	31.301	0.82	0
mono	70	M	Casado	25.504	0.82	0
hatch	53	M	Casado	24.626	0.01	0
sedan	41	M	Casado	22.073	0.77	0
hatch	44	F	Divorciado	34.863	0.64	0
hatch	61	F	Casado	11.367	0.79	0
mono	28	F	Casado	21.874	0.79	0
picape	36	F	Casado	34.677	0.8	1
hatch	52	F	Casado	22.245	0.77	2
sedan	49	M	Divorciado	27.631	0.34	0
sedan	45	M	Casado	18.502	0.82	0
sedan	41	M	Casado	23.734	0.79	0
sedan	62	F	Casado	19.608	0.81	0
hatch	52	M	Casado	53.19	0.26	0
sedan	52	M	Casado	53.303	0.8	0
mono	43	F	Casado	21.66	0.78	0
hatch	64	F	Casado	21.898	0.8	0
sedan	39	M	Casado	35.163	0.44	0
hatch	59	M	Casado	36.792	0.08	0
sedan	60	F	Casado	26.263	0.69	0
suv	66	M	Casado	80.973	0.83	0
hatch	68	M	Casado	34.227	0.83	0
hatch	34	F	Solteiro	31.423	0.68	1
sedan	58	F	Casado	64.467	0.17	0
suv	34	M	Casado	33.717	0.79	0
suv	55	M	Casado	51.819	0.8	0
hatch	54	F	Viuvo	16.269	0.84	0
hatch	67	M	Casado	36.911	0.79	0
sedan	58	M	Casado	23.131	0.81	0
hatch	63	M	Solteiro	37.106	0.79	0
hatch	55	F	Casado	21.332	0.01	0
mono	39	F	Casado	20.598	0.7	0
sedan	60	M	Casado	33.391	0.81	0
hatch	60	M	Casado	16.248	0.76	0
mono	44	F	Solteiro	19.922	0.81	0
hatch	55	F	Casado	28.022	0.77	0
hatch	38	M	Casado	45.41	0.81	2
hatch	45	M	Casado	34.325	0.76	0
suv	69	M	Casado	44.775	0.46	0
hatch	38	M	Solteiro	10.131	0.82	0
hatch	46	F	Casado	33.278	0.76	0
sedan	49	F	Casado	43.897	0.79	0
hatch	70	M	Casado	17.795	0.83	0
suv	49	F	Casado	61.934	0.42	0
sedan	76	F	Viuvo	59.894	0.76	0
hatch	81	F	Casado	45.387	0.56	0
hatch	39	M	Casado	44.487	0.8	0
picape	63	M	Divorciado	67.103	0.11	0
picape	55	M	Casado	36.429	0.8	0
sedan	35	M	Casado	59.894	0.81	0
hatch	47	M	Solteiro	20.786	0.09	0
mono	56	M	Casado	32.374	0.81	0
suv	35	M	Casado	49.751	0.76	0
suv	65	M	Casado	69.299	0.77	0
sedan	55	M	Casado	40.554	0.59	0
hatch	86	M	Casado	6.75	0.81	0
suv	48	M	Casado	89.517	0.79	0
mono	56	F	Solteiro	15.543	0.79	0
hatch	36	F	Casado	31.301	0.31	0
hatch	58	F	Casado	36.283	0.77	0
hatch	61	M	Casado	17.921	0.78	0
wagon	54	F	Divorciado	36.647	0.82	0
sedan	63	F	Casado	45.171	0.77	2
sedan	70	M	Casado	51.66	0.78	0
hatch	50	M	Casado	29.732	0.47	0
hatch	47	M	Casado	17.797	0.83	0
sedan	56	F	Casado	51.517	0.3	0
hatch	68	F	Casado	21.26	0.79	0
suv	50	F	Solteiro	36.549	0.28	0
suv	59	F	Solteiro	78.391	0.79	0
suv	61	M	Casado	49.333	0.78	0
suv	52	F	Casado	80.429	0.76	0
hatch	42	F	Casado	28.67	0.33	0
suv	45	F	Casado	61.351	0.37	0
suv	63	M	Casado	28.788	0.81	0
hatch	58	F	Casado	23.606	0.61	0
suv	54	F	Casado	76.658	0.82	0
mono	35	F	Casado	50.291	0.76	0
suv	35	M	Casado	42.713	0.82	0
hatch	29	F	Solteiro	31.174	0.01	0
sedan	32	F	Casado	35.82	0.64	0
suv	52	M	Casado	71.918	0.77	0
hatch	49	M	Casado	22.245	0.82	0
mono	54	M	Casado	20.365	0.02	0
hatch	44	M	Solteiro	10.472	0.77	0
hatch	30	M	Casado	16.248	0.59	0
picape	65	M	Casado	30.302	0.78	0
sedan	59	F	Casado	50.767	0.82	0
hatch	58	M	Casado	8.115	0.81	0
sedan	54	M	Casado	65.949	0.02	0
mono	52	M	Casado	21.963	0.34	0
hatch	56	M	Casado	32.977	0.76	0
hatch	37	F	Casado	25.662	0.79	0
hatch	40	F	Solteiro	16.872	0.82	0
hatch	44	M	Casado	32.092	0.79	0
hatch	43	M	Casado	19.908	0.82	0
mono	41	M	Casado	20.365	0.76	0
mono	73	M	Casado	46.631	0.82	0
hatch	67	M	Casado	18.104	0.18	0
hatch	48	M	Casado	15.133	0.29	0
wagon	40	M	Casado	24.651	0.29	0
wagon	54	M	Casado	36.319	0.81	0
hatch	52	M	Casado	17.587	0.83	0
picape	70	F	Casado	67.193	0.76	1
sedan	35	F	Casado	16.4	0.81	0
suv	68	M	Casado	67.323	0.83	0
hatch	43	M	Casado	20.694	0.83	0
hatch	67	F	Viuvo	20.908	0.79	0
hatch	31	M	Solteiro	41.353	0.01	0
wagon	63	M	Casado	37.734	0.01	0
picape	28	M	Solteiro	25.884	0.76	0
sedan	86	F	Viuvo	31.646	0.78	0
hatch	54	M	Casado	25.986	0.76	0
sedan	23	M	Solteiro	45.171	0.76	0
sedan	47	M	Casado	6.855	0.77	0
hatch	35	F	Solteiro	17.319	0.81	0
hatch	70	F	Solteiro	16.704	0.82	0
suv	63	M	Casado	89.588	0.34	0
picape	57	M	Casado	23.004	0.77	0
sedan	49	F	Casado	65.949	0.81	0
hatch	29	F	Solteiro	34.266	0.83	0
hatch	73	F	Viuvo	47.264	0.67	0
hatch	44	F	Casado	34.266	0.76	0
suv	45	F	Casado	46.71	0.79	0
sedan	38	M	Casado	63.688	0.78	0
sedan	66	M	Casado	22.01	0.79	0
hatch	41	M	Casado	37.771	0.78	0
picape	46	M	Casado	44.745	0.79	0
hatch	74	M	Casado	21.423	0.76	0
sedan	61	M	Casado	44.243	0.15	0
mono	54	F	Casado	58.283	0.8	0
hatch	60	M	Casado	43.762	0.82	0
hatch	48	F	Casado	28.723	0.78	0
sedan	67	M	Casado	61.685	0.11	0
hatch	42	M	Casado	24.626	0.01	0
hatch	63	F	Solteiro	50.108	0.08	0
suv	39	F	Casado	49.784	0.77	0
hatch	51	F	Casado	41.714	0.01	0
wagon	64	M	Casado	19.407	0.76	0
sedan	62	M	Casado	15.742	0.78	0
sedan	48	F	Casado	57.187	0.82	0
sedan	43	M	Casado	19.608	0.2	0
mono	43	M	Casado	23.341	0.79	0
hatch	54	M	Casado	33.718	0.79	0
hatch	41	F	Casado	29.237	0.25	0
hatch	36	M	Casado	41.793	0.79	0
sedan	55	M	Casado	58.344	0.23	0
sedan	46	M	Casado	21.29	0.22	0
mono	48	M	Casado	22.11	0.23	0
suv	65	F	Casado	56.76	0.43	0
sedan	37	M	Casado	46.548	0.77	0
picape	36	F	Casado	27.886	0.11	0
hatch	62	F	Solteiro	36.79	0.39	0
hatch	51	M	Casado	27.549	0.81	0
sedan	62	F	Casado	27.837	0.82	0
hatch	72	F	Solteiro	41.353	0.78	0
picape	54	M	Casado	118.597	0.81	0
wagon	71	M	Casado	13.861	0.77	0
hatch	49	F	Casado	32.566	0.46	0
picape	63	M	Casado	21.908	0.82	0
sedan	76	F	Casado	23.944	0.76	0
suv	48	F	Casado	89.588	0.79	0
sedan	55	M	Casado	25.844	0.83	0
hatch	81	M	Casado	8.771	0.78	0
mono	54	M	Casado	20.113	0.76	0
picape	65	M	Casado	34.807	0.76	0
suv	54	M	Casado	59.839	0.13	0
sedan	59	F	Casado	38.835	0.81	0
sedan	73	M	Casado	14.317	0.84	0
hatch	31	F	Solteiro	45.387	0.04	2
hatch	31	F	Solteiro	20.694	0.32	0
suv	63	M	Casado	58.813	0.76	0
mono	70	M	Casado	29.93	0.77	0
picape	44	F	Casado	35.377	0.31	0
hatch	48	M	Casado	28.621	0.36	0
hatch	45	F	Casado	15.798	0.79	0
hatch	52	M	Casado	14.848	0.01	0
sedan	42	M	Casado	60.278	0.28	0
picape	67	M	Casado	73.46	0.62	0
sedan	64	F	Casado	84.495	0.71	0
picape	67	M	Casado	49.303	0.78	0
hatch	30	F	Casado	27.019	0.79	0
mono	63	F	Casado	33.804	0.76	0
suv	43	M	Casado	42.713	0.01	0
mono	41	F	Casado	28.527	0.25	0
hatch	49	M	Casado	19.171	0.79	0
sedan	69	M	Casado	40.411	0.81	0
mono	70	F	Casado	35.726	0.33	0
hatch	53	F	Casado	38.216	0.04	0
picape	56	M	Casado	20.742	0.77	0
sedan	72	F	Casado	39.402	0.76	0
hatch	63	M	Casado	24.584	0.77	0
hatch	67	M	Casado	22.212	0.78	0
mono	63	M	Casado	32.293	0.76	0
hatch	37	M	Casado	42.434	0.79	0
mono	52	M	Casado	23.124	0.81	0
hatch	29	F	Casado	33.11	0.8	0
suv	62	M	Casado	67.162	0.63	0
hatch	84	M	Casado	16.556	0.79	0
hatch	34	M	Casado	32.841	0.79	0
sedan	36	M	Casado	48.299	0.82	0
sedan	80	M	Casado	77.545	0.83	0
suv	37	M	Casado	38.383	0.83	0
mono	56	F	Casado	23.305	0.84	0
mono	83	M	Casado	32.12	0.81	0
picape	57	F	Viuvo	18.695	0.83	0
suv	61	M	Solteiro	68.495	0.78	0
sedan	70	F	Casado	37.662	0.78	0
mono	45	F	Casado	34.814	0.76	0
hatch	50	F	Casado	26.074	0.81	0
