tipo	idade	sexo	civil	valor	expos	nsinist
hatch	68	M	Casado	45.215	0.83	0
suv	36	F	Casado	60.686	0.52	0
mono	69	M	Casado	23.391	0.8	0
sedan	63	M	Casado	76.034	0.78	0
mono	52	F	Solteiro	21.466	0.83	0
hatch	58	M	Solteiro	24.584	0.79	0
hatch	44	M	Casado	24.886	0.78	1
hatch	76	M	Casado	33.338	0.82	0
hatch	34	M	Solteiro	14.266	0.79	0
hatch	37	M	Casado	31.904	0.64	0
suv	54	M	Casado	21.159	0.81	0
hatch	65	M	Casado	14.521	0.83	0
hatch	50	F	Solteiro	16.356	0.83	0
suv	26	F	Casado	32.478	0.82	0
hatch	33	M	Casado	24.914	0.78	0
hatch	69	M	Casado	9.803	0.76	0
hatch	83	M	Viuvo	27.932	0.78	0
hatch	59	F	Casado	35.841	0.84	0
hatch	33	F	Solteiro	15.952	0.81	0
sedan	62	M	Casado	21.066	0.55	0
hatch	51	M	Casado	35.456	0.18	0
sedan	68	M	Divorciado	52.618	0.31	0
suv	53	M	Casado	80.429	0.73	0
suv	46	M	Casado	76.203	0.21	0
sedan	45	F	Casado	39.21	0.16	0
picape	72	M	Casado	14.061	0.78	0
hatch	60	F	Casado	5.786	0.81	0
sedan	56	M	Casado	56.852	0.83	0
hatch	34	M	Casado	36.86	0.83	0
sedan	52	F	Casado	24.926	0.77	0
sedan	62	M	Casado	36.998	0.16	0
hatch	78	M	Casado	20.073	0.77	0
hatch	58	M	Casado	24.886	0.13	0
sedan	77	M	Casado	50.714	0.78	0
sedan	63	M	Casado	64.467	0.79	0
hatch	37	F	Solteiro	27.01	0.82	0
hatch	35	M	Divorciado	32.061	0.82	0
hatch	33	F	Casado	36.103	0.24	0
suv	37	M	Casado	70.329	0.79	0
hatch	43	F	Casado	26.016	0.82	0
mono	65	F	Casado	36.848	0.83	0
sedan	62	M	Casado	17.268	0.78	0
sedan	66	F	Solteiro	64.766	0.8	0
hatch	33	M	Casado	35.4	0.81	0
hatch	53	F	Casado	27.129	0.77	0
hatch	60	F	Casado	25.293	0.8	0
mono	43	F	Casado	45.139	0.76	0
sedan	52	M	Casado	56.078	0.77	0
mono	22	M	Solteiro	25.81	0.77	0
sedan	66	M	Casado	21.873	0.78	0
hatch	34	F	Casado	25.04	0.77	0
hatch	25	M	Solteiro	23.11	0.28	0
sedan	40	M	Solteiro	37.627	0.76	0
hatch	51	M	Casado	33.882	0.79	0
sedan	40	F	Solteiro	25.844	0.8	0
suv	64	M	Casado	58.386	0.81	0
sedan	62	F	Casado	59.894	0.76	0
hatch	79	M	Casado	24.541	0.82	0
hatch	60	M	Casado	38.791	0.83	0
hatch	62	M	Casado	15.513	0.46	0
mono	48	M	Casado	44.593	0.8	0
suv	42	M	Casado	147.82	0.52	0
hatch	83	M	Casado	31.059	0.76	0
suv	34	M	Solteiro	36.549	0.8	0
suv	45	F	Casado	100.754	0.76	0
sedan	62	M	Casado	42.908	0.76	0
picape	60	F	Casado	11.59	0.77	0
wagon	36	M	Casado	19.407	0.83	0
sedan	25	M	Solteiro	83.794	0.62	0
hatch	32	M	Solteiro	29.474	0.76	0
hatch	54	M	Casado	26.859	0.79	0
suv	58	F	Casado	49.472	0.77	0
hatch	79	M	Casado	22.245	0.76	0
hatch	74	M	Casado	20.073	0.82	0
hatch	29	F	Casado	17.716	0.81	0
hatch	50	F	Solteiro	27.903	0.82	0
hatch	42	M	Casado	29.545	0.13	0
sedan	73	M	Casado	19.702	0.77	0
wagon	72	M	Casado	5.749	0.8	0
mono	58	M	Casado	24.603	0.63	0
suv	67	M	Casado	58.813	0.77	0
sedan	46	M	Casado	35.81	0.81	0
mono	29	M	Casado	20.537	0.84	0
hatch	50	M	Casado	19.171	0.33	0
hatch	64	M	Divorciado	11.712	0.8	0
hatch	31	M	Casado	33.65	0.31	0
sedan	56	F	Casado	43.962	0.15	0
mono	31	F	Casado	41.77	0.8	0
picape	68	M	Casado	33.484	0.81	0
mono	55	F	Casado	18.944	0.02	0
hatch	56	M	Casado	27.549	0.05	0
picape	64	F	Casado	31.583	0.79	0
sedan	65	F	Divorciado	21.066	0.81	0
sedan	70	M	Casado	3.3	0.78	0
hatch	70	M	Casado	39.034	0.83	0
sedan	75	M	Casado	32.232	0.79	0
mono	69	M	Casado	18.979	0.84	0
picape	55	M	Casado	63.699	0.06	0
wagon	34	F	Divorciado	8.344	0.51	0
picape	67	M	Casado	90.018	0.76	0
hatch	53	M	Casado	15.774	0.77	0
hatch	63	F	Solteiro	23.816	0.81	0
sedan	40	M	Casado	28.466	0.04	0
suv	38	M	Casado	47.23	0.79	0
hatch	27	M	Solteiro	30.044	0.76	0
mono	32	M	Casado	21.66	0.83	0
sedan	69	M	Casado	57.187	0.11	0
hatch	55	M	Casado	22.507	0.77	0
hatch	43	M	Casado	15.56	0.82	0
suv	38	M	Casado	82.706	0.76	0
sedan	45	M	Casado	44.897	0.04	0
sedan	59	F	Casado	23.51	0.8	0
suv	69	M	Casado	110.93	0.79	0
hatch	65	M	Casado	6.681	0.8	0
sedan	36	F	Casado	25.608	0.01	0
hatch	59	M	Casado	33.268	0.25	0
hatch	56	M	Casado	17.818	0.78	0
sedan	59	M	Casado	39.615	0.76	0
picape	60	M	Casado	22.722	0.77	0
mono	76	F	Casado	31.201	0.8	1
picape	66	M	Casado	72.215	0.78	0
sedan	63	F	Casado	57.187	0.82	0
sedan	29	M	Solteiro	56.234	0.69	0
sedan	36	F	Casado	49.357	0.79	0
hatch	52	M	Casado	19.974	0.82	0
mono	52	M	Casado	55.528	0.83	1
sedan	67	M	Casado	82.447	0.06	0
hatch	57	F	Divorciado	30.749	0.81	0
sedan	37	M	Casado	26.418	0.76	0
wagon	61	M	Casado	25.688	0.79	0
picape	78	M	Casado	20.699	0.04	0
suv	61	F	Casado	36.549	0.33	0
sedan	69	M	Casado	30.654	0.01	0
hatch	36	F	Casado	29.861	0.77	0
picape	74	M	Casado	80.166	0.84	0
hatch	90	M	Casado	8.781	0.75	0
suv	62	F	Casado	45.255	0.42	0
wagon	32	M	Casado	20.284	0.77	0
hatch	66	M	Casado	15.485	0.78	1
sedan	29	M	Solteiro	41.606	0.77	2
hatch	51	M	Casado	17.186	0.75	0
mono	36	F	Casado	23.889	0.81	0
hatch	52	M	Casado	22.067	0.09	0
suv	35	M	Casado	67.774	0.8	0
suv	51	M	Casado	30.08	0.81	0
hatch	37	F	Casado	27.839	0.78	0
sedan	63	F	Casado	42.325	0.79	0
picape	57	M	Casado	22.129	0.8	0
hatch	33	M	Solteiro	16.872	0.82	0
suv	37	F	Solteiro	52.478	0.52	0
mono	63	M	Casado	40.403	0.34	0
hatch	50	M	Casado	34.451	0.48	0
sedan	51	F	Casado	61.685	0.21	0
mono	75	M	Casado	14.004	0.83	0
suv	66	M	Casado	48.676	0.01	0
picape	41	M	Casado	77.134	0.8	0
picape	59	F	Casado	28.002	0.8	0
sedan	39	M	Solteiro	32.436	0.79	0
suv	47	F	Casado	46.71	0.16	0
sedan	47	M	Casado	27.837	0.76	0
hatch	50	F	Casado	43.815	0.07	0
sedan	60	M	Casado	42.796	0.76	0
hatch	46	M	Casado	12.261	0.78	0
sedan	51	M	Casado	57.967	0.02	0
picape	68	M	Casado	22.184	0.76	0
hatch	66	M	Casado	21.672	0.77	0
suv	70	M	Casado	84.25	0.79	0
hatch	35	F	Viuvo	28.776	0.8	0
sedan	59	M	Casado	38.715	0.81	0
hatch	58	F	Casado	36.493	0.81	0
hatch	76	M	Casado	5.323	0.76	0
sedan	38	M	Casado	61.685	0.81	0
mono	81	M	Casado	20.865	0.83	0
suv	52	F	Divorciado	36.943	0.77	0
hatch	35	M	Solteiro	19.009	0.61	0
hatch	64	F	Casado	36.948	0.8	0
hatch	49	M	Solteiro	29.628	0.05	0
sedan	44	M	Casado	48.179	0.84	0
hatch	36	F	Casado	29.725	0.34	0
sedan	31	M	Solteiro	21.141	0.8	0
sedan	42	F	Casado	46.019	0.37	0
suv	37	M	Casado	91.858	0.01	0
hatch	48	M	Casado	30.391	0.71	0
picape	63	F	Casado	21.9	0.83	0
hatch	33	F	Solteiro	23.328	0.44	0
hatch	68	M	Viuvo	23.339	0.83	0
hatch	63	M	Casado	22.245	0.83	0
sedan	34	F	Casado	34.051	0.79	0
wagon	41	M	Casado	24.793	0.83	0
hatch	36	M	Casado	16.872	0.76	0
suv	68	M	Casado	85.013	0.8	0
hatch	50	M	Casado	24.832	0.25	0
mono	42	F	Casado	29.636	0.83	0
suv	54	M	Casado	73.716	0.8	0
hatch	68	M	Casado	16.957	0.8	0
mono	29	F	Casado	61.497	0.45	0
hatch	58	M	Casado	29.201	0.83	0
hatch	73	F	Solteiro	24.626	0.77	0
mono	63	F	Casado	31.105	0.78	0
sedan	68	M	Casado	45.94	0.82	0
hatch	56	M	Casado	24.832	0.81	0
sedan	61	M	Casado	17.237	0.76	0
hatch	55	F	Casado	8.855	0.76	0
picape	60	M	Casado	11.651	0.77	0
picape	61	F	Viuvo	34.677	0.81	0
hatch	39	F	Casado	24.993	0.12	0
hatch	40	F	Casado	23.41	0.79	1
sedan	56	M	Casado	63.596	0.81	0
sedan	60	M	Casado	47.558	0.78	0
sedan	75	M	Casado	30.572	0.76	2
hatch	49	M	Solteiro	36.792	0.29	0
suv	47	M	Casado	68.311	0.37	0
wagon	62	F	Casado	26.212	0.81	0
hatch	55	F	Casado	29.792	0.42	0
hatch	29	F	Solteiro	11.367	0.82	0
hatch	70	M	Casado	11.272	0.63	0
hatch	74	F	Casado	15.952	0.78	0
hatch	69	M	Casado	30.453	0.78	2
sedan	52	M	Casado	11.884	0.78	0
sedan	74	M	Casado	15.629	0.14	0
sedan	55	F	Casado	28.983	0.81	0
sedan	60	F	Casado	27.837	0.76	0
hatch	32	M	Solteiro	35.251	0.8	0
hatch	33	M	Casado	28.776	0.43	0
hatch	81	M	Casado	7.391	0.67	0
hatch	77	M	Casado	46.665	0.18	0
mono	33	M	Casado	19.922	0.77	0
sedan	63	M	Casado	14.965	0.8	0
mono	65	F	Casado	34.976	0.84	0
hatch	36	M	Solteiro	39.103	0.8	0
hatch	64	F	Divorciado	23.729	0.78	0
mono	40	F	Casado	47.985	0.53	0
sedan	37	M	Casado	59.342	0.82	0
sedan	33	F	Casado	65.212	0.28	0
hatch	48	F	Casado	21.247	0.8	0
sedan	31	F	Casado	40.001	0.78	0
suv	54	F	Casado	37.113	0.8	0
hatch	39	F	Solteiro	45.698	0.77	0
suv	45	F	Casado	98.63	0.76	0
mono	43	F	Casado	41.77	0.77	0
suv	75	M	Casado	88.472	0.79	0
hatch	74	M	Casado	17.12	0.81	0
hatch	55	F	Casado	23.085	0.83	0
sedan	70	M	Divorciado	56.695	0.82	0
sedan	71	M	Casado	29.66	0.28	0
hatch	68	F	Divorciado	22.212	0.77	0
sedan	35	M	Casado	27.313	0.81	0
mono	65	F	Viuvo	48.021	0.22	0
sedan	50	F	Casado	18.258	0.77	0
mono	43	F	Casado	38.474	0.79	0
picape	86	M	Casado	31.203	0.27	0
hatch	35	F	Casado	14.521	0.81	0
hatch	62	M	Casado	21.871	0.31	0
sedan	62	M	Casado	52.422	0.82	0
sedan	56	M	Casado	32.538	0.8	0
sedan	55	F	Casado	77.545	0.73	0
suv	54	M	Casado	49.784	0.12	0
hatch	43	M	Casado	33.216	0.48	0
suv	49	F	Casado	39.356	0.77	0
wagon	58	M	Casado	35.399	0.8	0
picape	45	M	Casado	23.425	0.81	0
hatch	69	M	Casado	17.186	0.8	0
suv	49	F	Casado	87.977	0.8	0
hatch	51	F	Divorciado	15.497	0.81	0
hatch	54	F	Casado	34.337	0.63	0
picape	40	M	Casado	40.539	0.77	0
hatch	27	M	Casado	16.469	0.08	0
sedan	57	M	Viuvo	56.078	0.81	0
hatch	49	M	Casado	31.015	0.83	0
suv	50	F	Casado	103.98	0.76	0
picape	63	M	Casado	72.071	0.77	0
sedan	53	M	Casado	42.587	0.65	0
hatch	68	M	Casado	17.587	0.78	0
hatch	65	M	Casado	16.771	0.8	0
mono	51	M	Casado	24.469	0.26	0
sedan	26	M	Casado	48.628	0.77	0
hatch	38	F	Casado	19.761	0.78	0
picape	52	F	Casado	35.377	0.82	0
suv	47	F	Casado	57.457	0.79	0
mono	68	M	Casado	25.024	0.79	0
sedan	59	M	Casado	37.241	0.73	0
sedan	58	M	Casado	82.528	0.76	0
hatch	38	M	Casado	53.125	0.81	0
suv	33	M	Casado	46.548	0.68	0
hatch	65	F	Casado	12.261	0.81	0
sedan	41	M	Casado	33.023	0.81	0
sedan	60	M	Solteiro	78.776	0.79	0
sedan	70	F	Casado	45.171	0.81	0
sedan	48	M	Casado	45.325	0.8	0
hatch	58	M	Casado	27.399	0.83	0
sedan	61	M	Casado	26.456	0.13	0
hatch	35	F	Casado	35.741	0.79	0
hatch	30	F	Solteiro	27.445	0.78	0
hatch	38	F	Casado	19.28	0.79	0
hatch	55	F	Casado	31.654	0.84	0
suv	49	M	Casado	42.174	0.81	0
picape	74	M	Casado	27.886	0.8	0
mono	54	F	Casado	28.527	0.81	0
sedan	35	F	Divorciado	29.415	0.03	0
sedan	66	M	Solteiro	11.854	0.78	0
sedan	36	M	Casado	27.909	0.78	0
sedan	61	M	Casado	42.493	0.79	0
suv	54	F	Casado	76.229	0.8	0
suv	51	F	Casado	93.057	0.81	0
sedan	57	M	Casado	43.826	0.76	0
sedan	71	F	Viuvo	11.704	0.77	0
hatch	50	M	Casado	30.47	0.15	0
sedan	44	M	Casado	26.857	0.77	0
sedan	43	M	Casado	16.68	0.83	0
mono	50	F	Casado	31.237	0.73	0
suv	52	M	Casado	45.489	0.77	0
picape	45	M	Casado	28.712	0.81	0
sedan	49	M	Casado	44.243	0.33	0
sedan	56	M	Casado	29.685	0.78	0
mono	76	F	Casado	38.21	0.79	0
suv	39	F	Casado	52.478	0.81	0
picape	47	M	Solteiro	23.496	0.81	0
sedan	54	M	Casado	20.666	0.17	0
sedan	43	M	Casado	23.487	0.79	0
suv	33	F	Casado	59.598	0.55	0
hatch	66	F	Casado	20.461	0.79	0
suv	50	M	Casado	28.028	0.77	0
hatch	33	M	Casado	22.946	0.65	2
hatch	35	M	Solteiro	14.921	0.68	0
sedan	67	M	Casado	71.243	0.84	0
suv	64	M	Casado	34.032	0.77	0
hatch	45	F	Divorciado	6.681	0.79	0
hatch	63	M	Casado	23.708	0.78	0
hatch	45	M	Casado	8.9	0.42	0
sedan	34	F	Divorciado	42.908	0.82	0
hatch	35	M	Casado	17.71	0.03	0
sedan	47	M	Casado	26.503	0.8	0
wagon	53	M	Casado	33.784	0.35	0
sedan	61	M	Solteiro	50.765	0.82	0
sedan	31	F	Casado	36.15	0.01	0
sedan	56	M	Casado	25.844	0.78	0
sedan	53	M	Casado	53.38	0.19	1
hatch	47	M	Casado	19.101	0.81	0
sedan	34	F	Casado	59.894	0.81	0
hatch	32	M	Casado	21.679	0.76	0
sedan	57	M	Casado	22.059	0.82	0
sedan	70	M	Casado	56.852	0.8	0
suv	51	F	Solteiro	67.323	0.8	0
hatch	50	F	Casado	41.714	0.14	0
picape	56	M	Casado	38.004	0.77	0
suv	44	M	Casado	66.755	0.81	0
picape	57	F	Casado	36.205	0.8	0
hatch	60	M	Casado	10.039	0.83	0
suv	53	F	Casado	55.701	0.15	0
suv	45	F	Solteiro	84.25	0.71	0
hatch	60	M	Casado	24.502	0.81	0
suv	60	F	Casado	45.408	0.64	0
hatch	58	F	Casado	20.776	0.82	0
mono	46	M	Casado	45.876	0.4	0
suv	45	F	Casado	58.998	0.81	0
sedan	62	M	Casado	32.622	0.79	0
mono	56	M	Divorciado	44.41	0.82	0
hatch	58	F	Divorciado	7.391	0.81	0
hatch	49	M	Casado	30.719	0.01	0
hatch	40	M	Casado	37.701	0.8	0
sedan	45	F	Casado	77.545	0.34	0
suv	63	F	Casado	134.382	0.82	0
hatch	55	F	Casado	42.424	0.77	0
sedan	83	M	Casado	15.458	0.79	0
sedan	82	M	Casado	24.327	0.77	0
hatch	67	M	Casado	22.29	0.81	0
hatch	55	M	Casado	30.719	0.82	0
mono	44	M	Casado	44.685	0.78	0
picape	46	F	Casado	61.711	0.76	0
wagon	73	M	Casado	33.096	0.76	0
sedan	44	M	Casado	27.321	0.76	0
suv	44	M	Casado	47.685	0.65	0
sedan	57	M	Casado	40.411	0.81	0
sedan	66	M	Casado	42.058	0.82	0
suv	39	F	Casado	58.998	0.05	0
suv	57	F	Casado	25.519	0.8	0
sedan	56	M	Solteiro	13.452	0.8	0
suv	46	M	Casado	49.784	0.3	3
hatch	63	F	Solteiro	5.63	0.13	0
sedan	53	M	Casado	46.198	0.82	0
picape	44	F	Casado	83.975	0.79	0
hatch	63	F	Viuvo	16.872	0.82	0
picape	46	M	Casado	49.303	0.77	0
sedan	36	M	Solteiro	41.486	0.82	0
hatch	57	M	Casado	25.854	0.12	0
sedan	66	M	Casado	78.017	0.77	0
sedan	26	M	Solteiro	31.239	0.03	0
picape	35	M	Casado	38.707	0.8	0
suv	67	F	Casado	55.701	0.63	0
sedan	35	M	Casado	39.446	0.8	0
suv	52	F	Divorciado	89.588	0.01	0
suv	41	M	Casado	49.784	0.41	0
hatch	42	M	Solteiro	25.986	0.77	0
picape	40	F	Solteiro	14.52	0.83	0
hatch	72	M	Casado	20.263	0.76	0
suv	58	M	Casado	56.907	0.79	0
hatch	69	F	Casado	4.695	0.83	0
hatch	31	M	Casado	33.11	0.17	0
hatch	60	F	Casado	27.839	0.21	0
mono	48	F	Casado	57.109	0.41	0
mono	40	M	Solteiro	26.815	0.77	0
hatch	73	F	Viuvo	33.845	0.76	0
suv	45	F	Casado	56.288	0.81	0
mono	63	F	Divorciado	21.963	0.06	0
sedan	66	M	Casado	37.527	0.78	0
mono	61	M	Casado	61.497	0.76	0
hatch	59	F	Divorciado	24.776	0.21	0
sedan	50	M	Casado	34.572	0.68	0
sedan	38	F	Casado	25.98	0.81	0
suv	64	M	Viuvo	50.863	0.79	0
suv	49	M	Divorciado	58.813	0.76	0
suv	65	F	Casado	54.086	0.82	0
sedan	47	F	Casado	21.066	0.78	2
hatch	76	F	Viuvo	16.469	0.81	0
hatch	76	M	Casado	34.679	0.77	0
sedan	42	F	Viuvo	38.474	0.78	0
sedan	47	M	Casado	23.11	0.54	0
hatch	51	F	Casado	18.019	0.76	0
hatch	48	F	Casado	60.941	0.65	0
suv	57	M	Casado	88.838	0.42	0
suv	49	M	Casado	67.902	0.29	0
hatch	48	M	Casado	24.832	0.77	0
sedan	54	M	Casado	33.523	0.51	0
hatch	47	M	Solteiro	14.452	0.8	0
mono	74	M	Casado	45.592	0.08	0
sedan	45	M	Casado	28.005	0.8	0
sedan	39	M	Casado	15.742	0.78	0
sedan	60	M	Casado	34.572	0.76	1
picape	63	M	Casado	48.18	0.76	0
hatch	71	M	Casado	38.307	0.79	0
sedan	62	F	Casado	63.358	0.56	0
sedan	41	M	Casado	35.591	0.04	0
sedan	58	M	Casado	18.511	0.05	0
sedan	45	M	Casado	11.941	0.81	0
hatch	36	F	Casado	30.453	0.78	1
suv	63	F	Casado	80.429	0.79	0
hatch	59	M	Casado	26.93	0.81	0
picape	55	M	Casado	39.074	0.82	0
mono	51	F	Casado	32.447	0.01	0
sedan	68	M	Casado	32.148	0.76	1
hatch	34	F	Casado	27.839	0.15	0
mono	60	F	Casado	48.021	0.83	0
hatch	32	M	Solteiro	36.103	0.77	0
mono	73	F	Divorciado	45.139	0.66	0
hatch	47	F	Solteiro	42.526	0.34	0
hatch	41	F	Casado	19.078	0.37	0
sedan	77	M	Casado	17.704	0.8	0
picape	66	M	Casado	62.35	0.66	0
suv	42	F	Casado	66.321	0.49	0
sedan	49	F	Solteiro	23.676	0.5	0
picape	72	M	Casado	12.232	0.77	0
hatch	37	M	Casado	21.871	0.82	0
hatch	62	F	Divorciado	21.587	0.12	0
mono	84	F	Viuvo	26.602	0.77	0
hatch	30	M	Casado	22.212	0.76	0
sedan	64	M	Casado	31.592	0.8	0
picape	61	M	Casado	27.886	0.82	0
hatch	63	F	Divorciado	13.784	0.76	0
picape	65	F	Viuvo	21.146	0.78	0
hatch	59	M	Casado	28.776	0.08	0
wagon	56	M	Casado	135.958	0.48	0
hatch	49	M	Casado	19.964	0.65	0
hatch	36	F	Casado	21.26	0.74	0
hatch	27	M	Casado	15.165	0.76	0
sedan	60	M	Casado	26.895	0.78	0
hatch	38	F	Solteiro	12.679	0.75	0
sedan	72	F	Casado	46.079	0.34	0
hatch	68	F	Divorciado	8.429	0.78	0
suv	50	F	Viuvo	36.52	0.83	0
sedan	71	F	Casado	11.419	0.8	0
sedan	74	M	Casado	21.41	0.03	0
suv	80	M	Casado	74.658	0.79	0
sedan	69	F	Casado	25.543	0.61	0
sedan	60	M	Casado	43.962	0.83	0
hatch	62	F	Casado	28.066	0.81	0
hatch	70	M	Casado	39.703	0.81	0
mono	60	M	Divorciado	37.023	0.77	1
suv	58	F	Casado	64.694	0.71	0
sedan	66	M	Casado	6.45	0.81	0
hatch	51	M	Casado	26.016	0.82	0
sedan	52	F	Casado	37.241	0.76	0
hatch	57	M	Casado	39.703	0.76	0
mono	33	F	Casado	34.701	0.8	0
sedan	51	M	Casado	77.244	0.08	0
wagon	44	F	Solteiro	27.792	0.78	0
sedan	48	F	Casado	19.608	0.8	0
suv	42	F	Casado	41.302	0.78	0
mono	51	M	Casado	46.765	0.78	0
suv	62	F	Casado	37.113	0.08	0
suv	55	M	Casado	33.02	0.13	0
hatch	30	F	Solteiro	12.265	0.78	0
sedan	73	M	Casado	46.197	0.82	0
suv	41	F	Casado	42.713	0.76	0
hatch	48	M	Casado	22.481	0.82	0
hatch	28	M	Casado	41.353	0.79	0
sedan	71	M	Casado	28.95	0.76	0
hatch	44	F	Casado	38.92	0.02	0
hatch	63	F	Casado	15.133	0.82	0
hatch	63	F	Viuvo	14.701	0.83	0
hatch	57	F	Solteiro	44.487	0.79	0
sedan	21	F	Solteiro	64.769	0.76	0
suv	61	M	Casado	61.754	0.77	0
mono	34	F	Casado	33.021	0.81	0
suv	39	F	Casado	80.973	0.82	0
suv	71	M	Casado	83.366	0.04	0
suv	57	F	Viuvo	95.272	0.76	0
hatch	65	M	Casado	20.642	0.82	0
suv	70	M	Casado	87.782	0.79	1
sedan	52	M	Casado	23.216	0.12	0
hatch	48	F	Casado	17.795	0.76	0
hatch	54	F	Casado	48.122	0.34	0
suv	41	F	Casado	54.086	0.79	0
mono	56	F	Divorciado	31.511	0.31	0
sedan	48	M	Casado	36.251	0.73	0
hatch	41	M	Solteiro	36.418	0.56	0
sedan	50	M	Casado	32.891	0.78	0
hatch	48	M	Casado	18.118	0.82	0
sedan	49	F	Casado	23.522	0.79	0
sedan	65	M	Casado	35.611	0.07	1
hatch	53	M	Casado	22.744	0.79	0
mono	56	F	Casado	20.956	0.78	0
sedan	48	F	Casado	20.687	0.79	0
hatch	66	F	Casado	27.068	0.8	0
sedan	75	M	Casado	26.418	0.76	2
hatch	68	M	Casado	37.758	0.77	2
hatch	64	M	Casado	16.469	0.76	2
suv	63	F	Casado	52.524	0.77	0
hatch	48	F	Casado	24.886	0.59	0
sedan	50	M	Casado	10.152	0.76	0
sedan	70	F	Casado	34.572	0.76	0
picape	58	M	Casado	67.153	0.79	0
picape	56	M	Casado	14.949	0.78	0
hatch	62	F	Casado	22.099	0.79	0
picape	37	F	Casado	34.677	0.16	0
suv	57	F	Casado	87.534	0.84	0
hatch	55	F	Casado	39.823	0.54	0
hatch	23	M	Solteiro	28.953	0.45	0
sedan	74	F	Solteiro	39.842	0.02	0
wagon	42	M	Casado	14.541	0.53	0
hatch	53	F	Solteiro	16.885	0.78	0
hatch	61	M	Casado	17.29	0.81	0
hatch	52	M	Casado	15.952	0.78	0
mono	32	M	Divorciado	33.959	0.76	0
hatch	37	F	Casado	23.575	0.48	0
picape	61	M	Casado	42.1	0.76	0
sedan	36	F	Casado	32.538	0.76	0
sedan	38	F	Casado	35.158	0.78	0
hatch	68	F	Solteiro	20.56	0.8	0
hatch	67	M	Casado	31.301	0.8	0
picape	53	F	Casado	42.578	0.83	0
picape	67	M	Casado	49.142	0.77	0
hatch	65	M	Viuvo	30.749	0.81	0
hatch	64	F	Casado	27.799	0.31	0
sedan	38	M	Casado	17.645	0.82	0
hatch	35	F	Casado	23.386	0.5	1
mono	46	F	Casado	43.859	0.2	0
sedan	50	M	Casado	28.497	0.78	0
wagon	49	F	Solteiro	9.273	0.81	0
sedan	51	M	Casado	43.897	0.81	0
suv	35	M	Casado	52.374	0.8	0
suv	53	M	Casado	33.644	0.75	0
hatch	47	F	Casado	16.872	0.83	0
mono	22	F	Solteiro	33.423	0.83	0
sedan	68	M	Casado	36.466	0.82	0
suv	53	F	Casado	46.691	0.8	0
hatch	57	M	Solteiro	19.952	0.81	0
hatch	46	F	Casado	32.865	0.73	0
suv	31	M	Solteiro	28.51	0.77	0
sedan	36	F	Casado	19.702	0.8	0
hatch	40	F	Divorciado	21.26	0.8	0
hatch	75	F	Divorciado	9.752	0.81	0
hatch	59	M	Casado	34.679	0.76	0
hatch	49	M	Divorciado	25.662	0.77	0
sedan	38	F	Casado	35.82	0.82	0
hatch	59	M	Casado	22.425	0.77	0
sedan	44	F	Casado	24.961	0.76	0
hatch	46	F	Divorciado	10.545	0.76	0
sedan	34	F	Casado	37.713	0.8	0
suv	58	M	Casado	59.961	0.76	0
hatch	69	M	Casado	24.77	0.76	0
sedan	34	M	Casado	22.427	0.33	0
sedan	53	F	Casado	65.212	0.8	0
hatch	53	F	Casado	25.751	0.79	0
sedan	42	F	Casado	26.832	0.81	0
hatch	59	M	Casado	24.325	0.05	0
sedan	37	M	Solteiro	59.02	0.76	0
mono	51	F	Casado	36.212	0.79	0
hatch	49	M	Casado	22.605	0.76	0
hatch	38	M	Casado	36.577	0.82	0
suv	63	F	Casado	59.778	0.78	0
sedan	43	M	Casado	34.624	0.84	0
sedan	60	F	Casado	22.059	0.82	1
hatch	33	M	Casado	23.673	0.78	0
suv	61	F	Casado	91.608	0.81	0
suv	47	F	Casado	46.548	0.81	0
picape	33	M	Casado	106.509	0.84	0
hatch	26	F	Solteiro	39.703	0.81	0
hatch	57	F	Casado	10.401	0.82	0
mono	64	F	Divorciado	26.234	0.76	0
sedan	39	F	Casado	31.625	0.77	0
hatch	38	M	Casado	37.585	0.79	0
hatch	42	M	Casado	19.491	0.08	0
sedan	67	F	Casado	23.1	0.79	0
sedan	79	M	Casado	56.852	0.8	0
sedan	65	F	Solteiro	75.025	0.7	3
sedan	73	F	Viuvo	36.781	0.14	0
mono	70	M	Casado	61.497	0.79	0
hatch	56	F	Casado	24.132	0.81	0
sedan	34	M	Casado	40.001	0.16	0
suv	35	F	Divorciado	46.062	0.79	0
sedan	54	M	Casado	15.091	0.76	0
hatch	69	F	Casado	37.612	0.77	0
hatch	74	F	Solteiro	7.74	0.79	0
mono	60	F	Casado	45.116	0.8	0
suv	30	F	Casado	49.751	0.79	0
suv	50	M	Casado	104.113	0.81	0
suv	41	F	Casado	54.789	0.83	0
hatch	51	F	Casado	40.146	0.83	0
hatch	30	F	Solteiro	26.758	0.81	0
sedan	76	M	Casado	30.289	0.78	0
sedan	31	F	Casado	41.183	0.8	0
hatch	44	F	Solteiro	33.069	0.8	0
hatch	65	M	Casado	9.969	0.81	0
sedan	73	F	Divorciado	16.278	0.82	0
suv	61	M	Casado	16.685	0.76	0
sedan	55	M	Casado	17.372	0.77	0
hatch	27	F	Solteiro	18.823	0.8	0
sedan	77	F	Casado	57.187	0.82	0
hatch	42	F	Solteiro	29.474	0.02	0
hatch	90	M	Viuvo	22.713	0.08	0
suv	34	F	Casado	91.937	0.24	0
wagon	48	M	Casado	19.115	0.76	0
