period	repart	corled	gaiola	dia	ovos
5	2	vrm	3	14	6
5	2	vrm	4	14	8
5	2	vrm	5	14	7
5	2	vrm	6	14	7
5	3	vrd	1	14	7
5	3	vrd	2	14	7
5	3	vrd	3	14	4
5	3	vrd	4	14	7
5	3	vrd	5	14	5
5	3	vrd	6	14	8
5	4	amr	1	14	9
5	4	amr	2	14	7
5	4	amr	3	14	6
5	4	amr	4	14	5
5	4	amr	5	14	10
5	4	amr	6	14	6
5	5	azl	1	14	8
5	5	azl	2	14	7
5	5	azl	3	14	9
5	5	azl	4	14	7
5	5	azl	5	14	5
5	5	azl	6	14	10
